"gene","symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000086868","ENSMUSG00000086868",3518.56091571427,5.20592014733071,0.171545250842375,30.3472123055985,2.73453802781829e-202,4.78516809487922e-198
"ENSMUSG00000052974","Cyp2f2",9452.88268314296,5.20860003633702,0.174904618937994,29.7796597251874,7.16555166945088e-195,6.26949943318605e-191
"ENSMUSG00000081684","Rps2-ps13",1656.24531694144,7.41060471227048,0.348863969544331,21.2421039694923,3.90024019587873e-100,2.27501010625606e-96
"ENSMUSG00000019359","Gdpd2",574.422616424072,4.86815942453865,0.321353864817849,15.1489057936118,7.70385448137098e-52,3.37024373923777e-48
"ENSMUSG00000023886","Smoc2",2649.08061775668,3.16493542371395,0.213265994319623,14.8403191695468,8.03726496180734e-50,2.81288199133333e-46
"ENSMUSG00000024059","Clip4",1260.09922404619,3.82517781203673,0.259869263457664,14.7196238644818,4.82335622161519e-49,1.32191810679319e-45
"ENSMUSG00000026566","Mpzl1",1148.73599472374,-2.10708131000842,0.143208289791331,-14.7134032050704,5.28797459714973e-49,1.32191810679319e-45
"ENSMUSG00000025068","Gsto1",5953.64363280644,2.41295043184398,0.174455086239796,13.8313561607901,1.64882385253335e-43,3.60659607443513e-40
"ENSMUSG00000081049","ENSMUSG00000081049",959.991205243821,-3.25663445755516,0.244342366127092,-13.3281612565758,1.58762578624384e-40,3.08687373705343e-37
"ENSMUSG00000030022","Adamts9",4109.37612838961,1.62565684933358,0.131832124339806,12.3312649134238,6.14740622517928e-35,1.07573461534412e-31
"ENSMUSG00000036880","Acaa2",2017.04286313909,1.57628379469927,0.128283495600251,12.2875026699552,1.05721822867513e-34,1.68184198032601e-31
"ENSMUSG00000015533","Itga2",1045.07417026209,3.3180717537184,0.272166168219553,12.1913453660477,3.45667106601822e-34,5.04069058202107e-31
"ENSMUSG00000025786","Zdhhc3",6790.46710700405,-1.8566287178499,0.153076338950176,-12.1287765998519,7.4351898076542e-34,1.00083374187801e-30
"ENSMUSG00000021907","Msmb",2403.34733067824,-3.01256349591412,0.251311410949976,-11.9873724974382,4.13824275960859e-33,5.1725078607422e-30
"ENSMUSG00000068196","Col8a1",1698.13233437522,2.85263750551235,0.248022470602953,11.5015284646487,1.29599840363738e-30,1.51191173768337e-27
"ENSMUSG00000032532","Cck",251.338423953534,5.11929254543824,0.450328341812496,11.3679110775794,6.0416178794171e-30,6.60764195449498e-27
"ENSMUSG00000074489","Bglap3",249.683039222593,-3.8952777846432,0.345460568439408,-11.2756075237178,1.73179016520644e-29,1.78262330005573e-26
"ENSMUSG00000026989","Dapl1",712.239121184036,3.34971015873491,0.299248383248628,11.1937452171691,4.37552993350655e-29,4.25374435035728e-26
"ENSMUSG00000055978","Fut2",184.281436834369,-3.31027469677454,0.297570376746566,-11.1243421908016,9.55077595476254e-29,8.7962646543363e-26
"ENSMUSG00000017204","Gsdma",396.678981472362,-2.84521562995484,0.256350864816681,-11.0989117668453,1.26980541603984e-28,1.11101624876406e-25
"ENSMUSG00000029093","Sorcs2",4422.61237338493,1.41632143146586,0.128206427538526,11.0471952043142,2.2617100382995e-28,1.88465066477157e-25
"ENSMUSG00000040055","Gjb6",143.265919989635,4.80731017529467,0.435394499237256,11.0412744849013,2.41581967196768e-28,1.92156492908011e-25
"ENSMUSG00000024064","Galnt14",382.875282524102,3.92197157669984,0.357472021737625,10.9714084969102,5.24489201296766e-28,3.84812543085706e-25
"ENSMUSG00000026062","Slc9a2",334.150785924473,-2.70308462713249,0.246388024246918,-10.9708442015168,5.27773074693237e-28,3.84812543085706e-25
"ENSMUSG00000037379","Spon2",2161.84993803062,-2.0628587391068,0.189653222785412,-10.8770033475301,1.48360305033232e-27,1.03846279111061e-24
"ENSMUSG00000075602","Ly6a",4835.83019444893,2.6223088859584,0.244263227541847,10.7355860001856,6.92780340183235e-27,4.66267814341017e-24
"ENSMUSG00000028017","Egf",475.978268122548,-2.62973936399572,0.24629750410469,-10.6770849081684,1.3029914759501e-26,8.44483253246325e-24
"ENSMUSG00000027797","Dclk1",1047.89506227182,2.38433389294373,0.225754256172603,10.5616342892811,4.48779470043182e-26,2.80471140938773e-23
"ENSMUSG00000034634","Ly6d",1101.54122626465,2.53425015305215,0.240653609367218,10.5306966295489,6.23711742072447e-26,3.76356268087095e-23
"ENSMUSG00000047730","Fcgbp",1783.37061994154,-2.29442873468513,0.218368637347498,-10.5071349189853,8.00897621699581e-26,4.67163582737365e-23
"ENSMUSG00000053617","Sh3pxd2a",3590.27313700349,2.32084950771849,0.222115526323826,10.4488396022117,1.48328915316358e-25,8.37292802942244e-23
"ENSMUSG00000057897","Camk2b",190.427767034935,3.90813511925872,0.376960449811595,10.3674937814087,3.4854614524438e-25,1.90600281113481e-22
"ENSMUSG00000055254","Ntrk2",434.676827201688,2.9378512281058,0.28385485690365,10.3498360399837,4.19203091677863e-25,2.2229196670518e-22
"ENSMUSG00000085314","ENSMUSG00000085314",220.24657625724,4.9829191169673,0.483134557795112,10.3137294498409,6.1083877959696e-25,3.14384347181388e-22
"ENSMUSG00000048078","Tenm4",2724.42293038225,2.19191277008936,0.218230029021962,10.044047466395,9.75858965455488e-24,4.87901601043017e-21
"ENSMUSG00000070056","Mfhas1",1318.68524122784,2.066456595195,0.206015048823282,10.0306099335859,1.11823677656461e-23,5.43556259808448e-21
"ENSMUSG00000024810","Il33",20273.0128236733,2.42058145882885,0.241890783873132,10.0069189080739,1.42109497048839e-23,6.72101105096659e-21
"ENSMUSG00000070498","Tmem132b",2397.88203824476,2.34950089105381,0.238396056944938,9.85545197837091,6.49239237549887e-23,2.91308651740653e-20
"ENSMUSG00000025329","Padi1",2915.27588622397,1.51918314685137,0.154114216834729,9.85751462813149,6.36042658514189e-23,2.91308651740653e-20
"ENSMUSG00000075033","Nxpe3",191.147583460832,-2.70645581902868,0.274972423102059,-9.84264454048233,7.37463942757322e-23,3.22622038357759e-20
"ENSMUSG00000020581","Agr2",573.095180775706,-2.63507936121221,0.269625130634074,-9.77312224203777,1.46855172828152e-22,6.26785041297519e-20
"ENSMUSG00000059898","Dsc3",3542.68697856481,2.80214367605485,0.287940807095832,9.73166570003479,2.20944890002105e-22,9.20551102415913e-20
"ENSMUSG00000026185","Igfbp5",99093.4778346116,2.79245607860886,0.287334049288746,9.71850041970725,2.51457319650342e-22,1.02331433408403e-19
"ENSMUSG00000045871","Slitrk6",804.316273466932,2.20258461281799,0.227436354900171,9.68439990073169,3.51265287725036e-22,1.39699801588646e-19
"ENSMUSG00000051076","Vtcn1",794.420467673366,2.3675007784832,0.245724375757469,9.63478194291938,5.70129172574054e-22,2.21704230908297e-19
"ENSMUSG00000055373","Fut9",687.798022424663,-2.24443559402764,0.233128521370139,-9.62746034177494,6.12239050838386e-22,2.32903720665672e-19
"ENSMUSG00000062611","Rps3a2",371.447451832574,3.02256845271472,0.314298286998786,9.61687854419135,6.78591839335008e-22,2.5265273609624e-19
"ENSMUSG00000034612","Chst11",2062.1018020173,1.38572862737529,0.144280061966496,9.60443604257032,7.65759748208427e-22,2.79167288206235e-19
"ENSMUSG00000022587","Ly6e",11235.5506160853,1.85673090445736,0.193920673543188,9.57469294290506,1.02160418948907e-21,3.64837790038149e-19
"ENSMUSG00000074448","Pate9",2102.62622444527,-2.97423137348007,0.311649799407108,-9.54350485428944,1.38084968250806e-21,4.83269771884172e-19
"ENSMUSG00000053799","Exoc6",410.694840998882,-1.7339123530618,0.182218264515966,-9.51557933924822,1.80703171527612e-21,6.20024470306214e-19
"ENSMUSG00000023885","Thbs2",364.531615771363,2.32525698389708,0.244928796061296,9.49360394240928,2.23181745110762e-21,7.51049491864082e-19
"ENSMUSG00000063696","Gm8730",1327.34352558589,3.48537820890773,0.367476371970329,9.48463214170718,2.43239481302357e-21,8.03103336473575e-19
"ENSMUSG00000085918","Gm13032",1064.09493728059,1.4629008568213,0.156042415767517,9.37502056492663,6.91622857479839e-21,2.2412422931555e-18
