"gene","symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000037386","Rims2",2654.54413031887,4.94549285631057,0.310016033815336,15.9523776736541,2.74253481342533e-57,4.96151973096777e-53
"ENSMUSG00000041670","Rims1",5481.49217891402,5.28692251114985,0.348769356299801,15.1587930982252,6.6276027395034e-52,5.9949980580178e-48
"ENSMUSG00000049044","Rapgef4",6861.20874288339,5.12200420913938,0.342577530012374,14.9513723476095,1.52572273715792e-50,9.200616679308e-47
"ENSMUSG00000044352","Sowaha",475.794911468265,6.15725248237862,0.415638276310782,14.8139688602084,1.19001384379032e-49,5.38213511200269e-46
"ENSMUSG00000028132","Tlcd4",276.979860027069,4.55041474291785,0.312663597092641,14.5537081554447,5.5321140082539e-48,2.00162949046643e-44
"ENSMUSG00000058589","Anks1b",1626.56727586597,4.13853020395154,0.285222321879958,14.5098398213493,1.04965390833429e-47,3.16488147594593e-44
"ENSMUSG00000025104","Hdgfl3",849.919850676591,3.84951978472321,0.269959915348026,14.2595976879031,3.90700343706632e-46,1.00973713114238e-42
"ENSMUSG00000032355","Mlip",948.201193175496,5.44482256795614,0.383039984239275,14.2147629281305,7.42023001961191e-46,1.67799226605999e-42
"ENSMUSG00000031099","Smarca1",562.835798288152,5.00808831235856,0.35395802576812,14.1488197689276,1.89917923927163e-45,3.81756129085146e-42
"ENSMUSG00000026764","Kif5c",13133.1452919483,5.6297706047562,0.403933686331389,13.9373634714326,3.75559169168175e-44,6.79424092942145e-41
"ENSMUSG00000021379","Id4",380.115962844909,4.86885933594151,0.353799543863071,13.7616325978811,4.33622836094736e-43,6.59724571602925e-40
"ENSMUSG00000028278","Rragd",478.365397225917,3.96673600844725,0.288259872435201,13.7609719137684,4.37604049485108e-43,6.59724571602925e-40
"ENSMUSG00000031342","Gpm6b",6363.22730997508,5.29636651653648,0.385208223565667,13.7493599371032,5.13820850288293e-43,7.15041000197347e-40
"ENSMUSG00000007682","Dio2",1275.82866969715,5.06056553813471,0.369447424023559,13.6976609094235,1.04847815727634e-42,1.35485845309188e-39
"ENSMUSG00000048978","Nrsn1",972.33352425868,5.29465035239624,0.389184036438707,13.6044900526903,3.76585892138555e-42,4.54187691645239e-39
"ENSMUSG00000032186","Tmod2",2967.6203037516,4.88116394539266,0.361083813226622,13.5180912757481,1.2230813055654e-41,1.30157434699904e-38
"ENSMUSG00000067279","Ppp1r3c",773.932818287079,4.67367687825894,0.345628249950916,13.5222652631047,1.15561751708236e-41,1.30157434699904e-38
"ENSMUSG00000021750","Fam107a",5422.97217524643,4.78013958220526,0.357060318234858,13.3874847976277,7.15634043949081e-41,7.19251971615713e-38
"ENSMUSG00000021792","Prxl2a",1702.83527949846,4.45903189786246,0.333707770790257,13.3620858971998,1.00702137453125e-40,9.58843351928676e-38
"ENSMUSG00000074657","Kif5a",68752.1095675338,5.58663698364884,0.419542189572227,13.3160314326077,1.86775073050014e-40,1.6894739232739e-37
"ENSMUSG00000024302","Dtna",1275.37547925121,4.41148511018353,0.331503987486711,13.3074873205269,2.09406436993467e-40,1.80398659602324e-37
"ENSMUSG00000031647","Mfap3l",844.741494457623,4.2011768507784,0.316597029255098,13.2697923940193,3.46539468039394e-40,2.84965705286395e-37
"ENSMUSG00000027805","Pfn2",698.928897899342,4.39203341197016,0.332025083505375,13.2280168883658,6.04616634612002e-40,4.75570414641988e-37
"ENSMUSG00000025666","Tmem47",724.805177842958,4.66570376532603,0.35347200879343,13.1996414122078,8.81536825097154e-40,6.64495112618025e-37
"ENSMUSG00000031997","Trpc6",167.470492446015,5.03887213289395,0.383289572250357,13.1463846076216,1.78507716935986e-39,1.29175324283557e-36
"ENSMUSG00000018451","6330403K07Rik",194.799493718814,3.94527351855885,0.300616849075952,13.1239267881557,2.40160936818482e-39,1.67105827230122e-36
"ENSMUSG00000037148","Arhgap10",337.082405996734,3.08901968967771,0.23622941061367,13.0763552330472,4.49481003677821e-39,3.01168919908721e-36
"ENSMUSG00000046093","Hpcal4",4567.21902717368,5.83337279696814,0.446543081483154,13.0634042690643,5.32903714485756e-39,3.4431289638435e-36
"ENSMUSG00000033208","S100b",2278.69699785501,5.49038339503799,0.420852468898989,13.045862388313,6.70934813226879e-39,4.18547645037499e-36
"ENSMUSG00000019699","Akt3",2471.83863603076,3.06795469525417,0.235257354014289,13.04084502739,7.16583995099584e-39,4.32124035178219e-36
"ENSMUSG00000039278","Pcsk1n",2049.2678413097,4.92565015956603,0.379302611777746,12.9860697148382,1.46773033511602e-38,8.56539015889803e-36
"ENSMUSG00000086968","4933431E20Rik",505.698798487236,4.27396718292758,0.32952328122902,12.9701524183269,1.80670723878908e-38,1.02141064552916e-35
"ENSMUSG00000030226","Lmo3",139.277947550739,5.22076637882389,0.403116819051492,12.9510011294196,2.31909795892298e-38,1.27135761135987e-35
"ENSMUSG00000033350","Chst2",1648.2993312654,4.28733222552231,0.331174661085333,12.9458341150611,2.48054273485974e-38,1.31986760636316e-35
"ENSMUSG00000000247","Lhx2",383.81615737059,4.87874291842567,0.377554548814408,12.9219550757522,3.38431375780454e-38,1.74930343406977e-35
"ENSMUSG00000020684","Rasl10b",1951.01899991281,5.22904185742042,0.406458234912669,12.8648933845415,7.09397397127455e-38,3.564918975398e-35
"ENSMUSG00000067879","Vxn",415.140954072072,5.34824107552279,0.416044776498477,12.8549650846112,8.0662274067317e-38,3.94394918959955e-35
"ENSMUSG00000046447","Camk2n1",5505.23084968612,4.04196439750647,0.315247129507397,12.8215739944164,1.24154289086666e-37,5.91072432596544e-35
"ENSMUSG00000052684","Jun",6458.20192028113,-3.19379786027693,0.249324350946459,-12.8098111883295,1.44485702619464e-37,6.70228422074031e-35
"ENSMUSG00000026842","Abl1",1915.644429177,-1.76955422574451,0.138369833896457,-12.7885838691451,1.8990273928048e-37,8.58882614080789e-35
"ENSMUSG00000024654","Asrgl1",2626.39112018515,4.47848478321269,0.350532503355372,12.776232561442,2.22593289468467e-37,9.82179317018057e-35
"ENSMUSG00000099696","2900052N01Rik",742.972631556146,5.32832301096127,0.418564125199106,12.730004054759,4.02818273512284e-37,1.73509175859779e-34
"ENSMUSG00000029636","Wasf3",1591.74819795041,4.33453046065819,0.340961875077125,12.7126543390745,5.0297699987922e-37,2.10912872245047e-34
"ENSMUSG00000022995","Enah",1966.75584065688,3.92075208895557,0.308450659457714,12.7111159232035,5.12971443191757e-37,2.10912872245047e-34
