"gene","symbol","baseMean","log2FoldChange","stat","pvalue","padj"
"ENSG00000163221","S100A12",10.7971259047619,-1.48533558904119,-1.23545496584532,0.232309570649669,0.999670467407048
"ENSG00000012223","LTF",14.7718362380952,-1.38219452662074,-1.20097629299099,0.245096596521874,0.999670467407048
"ENSG00000162894","FCMR",7.41473104761905,1.332108508637,2.16450279107179,0.0434127586206285,0.999670467407048
"ENSG00000164047","CAMP",13.523606,-1.23948778015122,-1.25858322094631,0.22402364000188,0.999670467407048
"ENSG00000038427","VCAN",9.08292414285714,-1.19349713858758,-1.87489567823658,0.0764577244803631,0.999670467407048
"ENSG00000104918","RETN",12.456285047619,-1.17111291681928,-1.16538603056318,0.258849950366348,0.999670467407048
"ENSG00000111144","LTA4H",11.4384967142857,-1.1023084565547,-1.44109389296259,0.166364676971703,0.999670467407048
"ENSG00000148346","LCN2",11.5561194761905,-0.955608808250492,-0.925431110449043,0.3668025956193,0.999670467407048
"ENSG00000163131","CTSS",11.3653276666667,-0.945467022080432,-1.41651580795814,0.173257695390976,0.999670467407048
"ENSG00000101425","BPI",13.1768983809524,-0.942034671564107,-0.908760434767917,0.375306660510288,0.999670467407048
"ENSG00000127951","FGL2",9.48787557142857,-0.889877247240259,-1.63373859724017,0.118604262449747,0.999670467407048
"ENSG00000164821","DEFA4",13.2234962857143,-0.842541896059238,-0.898888112637815,0.380404515524342,0.999670467407048
"ENSG00000165168","CYBB",12.0172025238095,-0.840302807039986,-1.30974192230311,0.206329224054609,0.999670467407048
"ENSG00000105374","NKG7",13.1147735238095,-0.836756412747054,-1.39629130790163,0.179180266640834,0.999670467407048
"ENSG00000273703","H2BC14",12.258072,-0.827019791006407,-1.37915917245737,0.18425947860981,0.999670467407048
"ENSG00000105388","CEACAM5",9.30368338095238,-0.821639783856487,-1.68999457244618,0.106794577259408,0.999670467407048
"ENSG00000189068","VSTM1",10.107647952381,-0.818291537172856,-1.11639183995114,0.278566481237113,0.999670467407048
"ENSG00000204472","AIF1",12.5763893809524,-0.795715303505231,-1.21543727013507,0.239527427027561,0.999670467407048
"ENSG00000105967","TFEC",6.39204528571429,-0.792256268569285,-1.90389331035655,0.0709156725696911,0.999670467407048
"ENSG00000124469","CEACAM8",13.1355952857143,-0.791959663873834,-0.952875085106436,0.353084719639529,0.999670467407048
"ENSG00000168685","IL7R",8.19299157142857,0.776089680670777,1.56768855969279,0.132860816445583,0.999670467407048
"ENSG00000167825","OR5I1",4.82777623809524,0.758126930232955,1.46240269980857,0.1598057879244,0.999670467407048
"ENSG00000156738","MS4A1",6.60708014285714,0.755851183548051,1.65618991099673,0.113163083834424,0.999670467407048
"ENSG00000007312","CD79B",7.31726357142857,0.755128879767224,2.36515745938382,0.0268574286146774,0.999670467407048
"ENSG00000077238","IL4R",10.3393617142857,0.741180088175234,1.88984457901422,0.0729096426738058,0.999670467407048
"ENSG00000121316","PLBD1",7.55922814285714,-0.738648358801445,-1.25507747410551,0.224605476807366,0.999670467407048
"ENSG00000272398","CD24",10.2887175714286,-0.730685556342078,-1.0234056403783,0.31932593268024,0.999670467407048
"ENSG00000100448","CTSG",10.4299010952381,-0.725862495962973,-0.982696409997865,0.338464195570759,0.999670467407048
"ENSG00000174123","TLR10",5.37817576190476,0.722503599603104,1.93726964020046,0.0660459638727155,0.999670467407048
"ENSG00000163220","S100A9",13.3394575714286,-0.721501607092648,-0.896159600298065,0.381816327143169,0.999670467407048
"ENSG00000008438","PGLYRP1",11.0044976190476,-0.697752080794732,-0.905289698875037,0.377016797742611,0.999670467407048
"ENSG00000012124","CD22",4.8933950952381,0.692011893893004,1.81634243036433,0.0837260616516363,0.999670467407048
"ENSG00000136040","PLXNC1",6.76249076190476,-0.690678892308545,-2.00467219507042,0.0573682450776955,0.999670467407048
"ENSG00000100024","UPB1",5.93941466666667,-0.682735609641938,-3.2102126445067,0.00360821580605215,0.999670467407048
"ENSG00000100097","LGALS1",12.580020952381,-0.682334298479917,-2.83276105818278,0.00930542151566989,0.999670467407048
"ENSG00000084207","GSTP1",10.7991542857143,-0.653584252503322,-0.959206248362078,0.349825264090712,0.999670467407048
"ENSG00000221954","OR4C12",6.51375338095238,0.644077138035978,2.35330164683013,0.0270066777954739,0.999670467407048
"ENSG00000091986","CCDC80",6.55728052380952,-0.644062065659059,-2.30442889702464,0.030080757387682,0.999670467407048
"ENSG00000118113","MMP8",11.4559293809524,-0.643212371916238,-0.598683747681561,0.556733037901127,0.999670467407048
"ENSG00000182782","HCAR2",6.82535428571429,-0.640125862896911,-2.25913772581646,0.0332178163412257,0.999670467407048
"ENSG00000166803","PCLAF",8.23887961904762,-0.638137607903318,-0.981016904193496,0.339063593288202,0.999670467407048
"ENSG00000055732","MCOLN3",4.66855085714286,0.626407915349533,3.27822138467759,0.00305148846722253,0.999670467407048
"ENSG00000105369","CD79A",7.665198,0.622291805824362,1.38201546386985,0.18201855369874,0.999670467407048
"ENSG00000159339","PADI4",10.4580750952381,-0.619437027934087,-1.95673035345002,0.0630797727285428,0.999670467407048
"ENSG00000145526","CDH18",5.09705257142857,0.616229425817009,2.16888627728805,0.0404226556055892,0.999670467407048
"ENSG00000151838","CCDC175",4.76616,0.616112981650219,3.08916066304127,0.00484985040936118,0.999670467407048
"ENSG00000184459","BPIFC",6.39045166666667,-0.607300061094197,-3.51971213377347,0.00167072082424726,0.999670467407048
"ENSG00000141682","PMAIP1",5.85180433333333,-0.593653240326147,-2.40227057107455,0.0240008326953905,0.999670467407048
"ENSG00000166446","CDYL2",10.2320227142857,-0.58882589954807,-2.62463125171001,0.0145456925780183,0.999670467407048
"ENSG00000047365","ARAP2",5.71082128571429,0.584696985962539,2.83623974582864,0.00888935863159709,0.999670467407048
"ENSG00000196154","S100A4",10.4202838571429,-0.581432081440024,-2.71495919634479,0.0118089158678254,0.999670467407048
