"gene","15","s29","BB7","s7"
"ACTB",10.2645320208637,9.15875146143017,9.92358164460089,10.2266267473284
"GENE1",10.6709273115866,10.1737082710664,10.2251942266692,10.6540553415241
"GENE10",10.2249508012601,10.1321171934638,9.45710211586683,10.640578105101
"GENE100",10.0281804389045,10.653794220393,10.4867896533699,10.0058568538534
"GENE101",10.1336273491274,10.4088600403527,9.72436658308568,10.1981281958596
"GENE102",8.76898363013458,9.632892262086,8.82055649753739,8.70911810445469
"GENE103",9.88884408801588,9.6714199317602,9.28751073649933,8.0561964295824
"GENE104",9.10281090089737,10.3405227020527,9.73885622664218,10.5388558197463
"GENE105",9.87284638262364,9.85154245816757,7.23251601371874,7.69448308429729
"GENE106",9.90188753979817,9.44760353458519,10.239853227216,9.40029738726135
"GENE107",8.4233549197076,8.23849773196437,8.91932096948469,9.60511647287584
"GENE108",8.59136271632645,9.91320729731527,9.11403770217622,9.18055103158316
"GENE109",10.1922481863552,10.5217610969349,9.71186495509971,10.4415227734018
"GENE11",9.50573677201311,8.97463748839089,9.97956125132219,8.79852622170635
"GENE110",9.24843026716604,8.60264845916346,10.1436128902217,10.1245721751464
"GENE111",10.2062577786374,10.4060816923967,9.77358882099264,8.95849054062464
"GENE112",9.97149009187102,9.98244622162123,9.55833214734757,10.0952595154634
"GENE113",9.08160640069307,9.76141549606213,9.94654357846283,8.49113116274086
"GENE114",9.49923872235991,9.8474773855837,8.13149072727597,9.8139746732828
"GENE115",10.6337929676661,10.5385396649956,10.2263626605916,10.5159037618211
"GENE116",9.22578726204336,9.17468733849018,8.33700761036842,9.81312916164277
"GENE117",9.39103340844568,10.4540081267432,9.75904625128893,10.4928356492849
"GENE118",7.92450418310284,8.05113625088991,8.58880811653688,7.14321086836873
"GENE119",9.73491901705284,10.0183860074722,9.98704351514415,9.07624777668159
"GENE12",9.85861190781655,9.58915329077847,8.34685997824314,7.93280009056381
"GENE120",8.74721540450095,9.93191081424184,9.99823969383172,10.4712023915963
"GENE121",10.0570789169254,9.37465300563842,8.76540451326214,9.08668143096075
"GENE122",10.5537391628528,9.79271588494124,10.6752182664752,10.242295821337
"GENE123",9.71172911974773,8.56276863475702,9.68966766640269,9.39135673445898
"GENE124",10.0554461743157,8.65310130626835,8.8520176909003,9.8725368305673
"GENE125",10.1592486566877,10.3963793221127,9.87916159674989,9.61245346049443
"GENE126",9.33634025399405,9.51017493614997,9.94682720314297,9.82086636579764
"GENE127",9.11558639804919,8.9214472259396,9.78326097910197,9.01847934814429
"GENE128",9.01375687590354,9.36336160711488,10.112291259836,9.62741545944631
"GENE129",9.72933947587589,8.40695568443708,9.27491936155801,9.9671929324318
"GENE13",9.17189981045318,7.43362234717895,8.21885129605966,9.34103487859616
"GENE130",10.2996798356981,10.035220720513,10.4105368204464,9.39412375646517
