"gene","Subject 1 - CSU v3","Subject 1 - CSU v6","Subject 2 - CSU v3","Subject 2 - CSU v6","Subject 3 - CSU v3","Subject 3 - CSU v6","Subject 4 - CSU v3","Subject 4 - CSU v6","Subject 1 - non-CSU","Subject 2 - non-CSU","Subject 3 - non-CSU","Subject 4 - non-CSU","Subject 5 - non CSU","Subject 6 - non CSU","Subject 5 - CSU v3","Subject 5 - CSU v6","Subject 6 - CSU v3","Subject 6 - CSU v6","Subject 7 - CSU v3","Subject 7 - CSU v6","Subject 8 - CSU v3"
"ENSG00000001167",10.46774,10.24665,10.58107,10.66014,10.63158,10.65891,9.845091,10.30936,10.62399,10.5173,10.57749,10.78263,10.55727,11.03851,11.08702,10.89386,11.35798,10.79823,10.71614,10.5569,10.8946
"ENSG00000001629",11.79354,11.05187,11.79729,11.50674,11.58901,11.78708,11.07347,11.40469,11.51113,11.66817,11.10896,11.16832,12.73018,12.78486,13.20742,13.01579,13.12969,12.97019,13.03434,13.05404,12.97535
"ENSG00000001631",14.65238,13.93777,14.07662,14.38191,14.37625,14.30589,14.49771,14.35009,14.42608,14.0229,14.07362,14.34836,14.45618,14.41798,14.28454,14.36053,14.42689,14.31425,14.52757,14.52102,14.43927
"ENSG00000002549",10.2621,10.0712,10.45591,10.10175,10.23152,9.999457,9.166898,9.643081,9.117569,10.04303,9.176344,10.00835,11.11807,11.41791,11.58561,11.48982,11.96847,13.16651,11.27478,11.00522,11.13611
"ENSG00000002586",10.79076,10.63805,10.88003,11.70434,10.82772,10.76229,10.47386,10.25408,11.0406,10.7315,11.32729,10.35922,8.794161,8.765941,9.45863,9.674025,8.694415,8.813285,8.987287,9.081642,8.858277
"ENSG00000002834",13.22251,13.28925,13.23465,13.46148,13.55302,13.36519,12.93353,13.31569,13.21564,13.22191,13.272,13.21784,12.84509,13.237,13.19582,13.20724,12.91096,12.89491,13.10981,12.99011,13.19841
"ENSG00000002919",11.8025,11.74318,11.81643,11.57682,10.95794,10.98128,11.7551,11.72772,11.41138,11.74543,11.76868,11.12974,10.21725,9.827235,11.16256,11.21772,10.66039,10.59302,10.7912,10.8281,10.80509
"ENSG00000003402",15.76753,15.69448,16.27943,16.26595,16.03946,15.92033,15.66161,15.92471,15.37334,16.08072,15.53523,15.26671,16.34852,16.38732,16.4296,16.33002,16.20385,16.287,16.78341,16.72728,16.62871
"ENSG00000003756",13.35875,13.56003,13.77346,13.93869,13.7144,13.65531,13.17906,13.12474,12.86546,13.59528,13.2577,12.97476,14.87066,14.97492,14.70001,14.76581,14.62366,14.70417,14.90432,14.85935,14.86669
"ENSG00000004059",11.4818,11.59708,11.35806,11.17854,11.2389,11.20875,11.32543,11.36301,11.32279,11.43039,11.48019,11.34108,12.17514,12.20582,12.18427,12.31745,12.23223,12.27078,12.2226,12.23956,12.02371
"ENSG00000004455",12.03921,12.56997,11.02644,11.39395,11.41414,10.98222,11.94279,11.6162,12.05249,11.65841,11.83611,12.22422,12.08548,11.76947,11.55598,11.57618,11.67743,11.57433,11.30637,11.38872,10.93286
"ENSG00000004534",13.98444,14.05779,14.07607,14.18905,14.13004,14.30903,14.44227,14.15519,14.6748,14.13405,14.46914,14.84957,14.58553,14.48744,13.72487,13.81917,14.11162,14.21967,14.5941,14.47202,14.71034
"ENSG00000004777",10.18463,10.13142,10.12012,9.818692,9.99605,10.31898,10.14078,10.01801,9.909508,9.801341,10.0046,10.59202,9.879622,9.624075,9.49762,9.513123,9.450512,9.467547,9.427457,9.513214,9.561766
"ENSG00000004897",12.23636,12.02336,12.37274,12.22847,12.20481,11.91145,12.52634,12.53141,12.30522,12.22089,12.07854,12.27857,12.86211,12.55107,12.56894,12.45239,12.50759,12.78566,12.53094,12.61177,12.68012
"ENSG00000005108",11.91647,11.13584,12.05846,11.43019,13.08043,13.19795,12.27073,12.12652,11.52965,11.33373,12.10638,11.46636,12.00009,12.37672,12.05518,12.2806,12.10486,12.19337,12.52799,12.53575,11.74822
"ENSG00000005339",15.18676,14.93418,15.3349,15.11454,15.46515,15.42744,15.07785,14.94225,15.07299,15.34669,14.93256,14.96284,15.53524,15.82098,15.77195,15.78518,15.77317,15.80095,15.87505,15.78333,15.86289
"ENSG00000005381",12.40168,13.69872,7.35167,7.887484,9.226073,6.96919,11.01226,11.09759,10.11986,9.429626,12.28272,13.64964,13.01318,5.877919,10.34961,8.43883,9.682426,9.178722,8.390885,6.488894,6.606531
"ENSG00000005486",13.40964,12.82625,13.62256,13.15003,13.7401,13.73522,13.87613,13.61481,13.62639,13.83784,13.77574,13.88089,11.30536,12.76287,11.83541,11.89682,12.66388,12.21668,11.38731,11.23419,11.33251
"ENSG00000005700",11.47064,11.2827,11.72553,11.0329,11.59674,11.6283,11.16117,11.11704,10.93687,11.48164,10.88465,10.50697,12.2057,11.97739,11.92946,11.79733,11.61641,11.74183,11.86333,11.79677,11.76147
"ENSG00000005810",13.99469,13.69493,14.23614,14.29113,13.78352,13.93269,14.25559,14.13235,14.13562,14.07779,13.71215,13.61111,13.89499,13.73083,13.76674,13.92831,14.03842,14.14753,13.75213,13.65913,14.11302
"ENSG00000005812",10.49073,10.0916,10.97872,10.8702,10.78294,10.58167,9.993766,10.76748,10.51044,10.68029,10.86049,10.53626,10.58145,10.92615,11.5347,11.70588,11.1217,11.04299,11.53963,11.32972,11.50681
"ENSG00000005882",10.60257,10.53923,11.64841,11.48192,12.06742,10.98681,11.49897,11.25182,10.71624,10.8989,11.36176,11.08156,9.353915,9.414687,9.281485,9.48851,9.635368,9.14344,9.354839,9.43794,9.537139
"ENSG00000005889",11.38255,11.13362,11.14731,11.38365,11.295,11.52939,10.03914,10.01914,10.90517,10.94581,10.36495,9.480099,11.07152,11.45009,12.09888,12.14484,12.19162,12.21732,12.26904,12.08034,12.22546
"ENSG00000005893",12.76127,13.69949,11.79756,11.79517,12.20455,11.64879,11.97146,12.32331,12.10879,11.73548,12.15789,12.37577,12.05575,10.42469,11.84442,11.54599,12.2958,11.77203,11.51015,10.90363,11.13492
"ENSG00000006007",10.10943,9.770539,10.64194,10.01684,10.5341,10.19694,10.14821,10.18797,10.56063,9.935985,9.935107,9.909236,9.892056,10.44022,9.952403,9.875852,10.02042,10.00078,10.06812,10.05327,10.02083
"ENSG00000006125",10.81389,10.94171,11.29269,11.14846,10.96666,11.01766,10.41176,10.80882,11.12764,11.21138,10.97582,10.55288,11.77719,11.97732,11.69281,11.5553,11.41807,11.35955,11.68851,11.64161,12.00872
"ENSG00000006534",10.24948,10.87959,10.65804,10.22447,10.78011,10.5228,10.93831,10.94743,11.52879,10.64051,11.16813,11.68794,10.29917,10.13953,10.00247,10.01112,10.23522,9.753312,9.931132,9.617708,9.733284
"ENSG00000006576",10.97515,10.15881,10.2724,10.25787,10.75562,10.41867,10.42099,10.50671,9.54934,10.315,10.34738,10.48909,11.54065,12.04815,11.53637,11.41467,11.72499,11.41428,11.67852,11.74734,11.65822
"ENSG00000006712",10.85039,10.87917,11.50724,10.95549,11.44777,11.18597,11.50587,11.33376,10.7599,11.31592,11.20981,11.4507,11.2281,12.01519,11.76153,11.98946,11.98098,11.44301,11.43913,11.57499,11.71104
"ENSG00000007047",10.82344,10.87772,11.23435,11.02463,10.90592,10.79052,10.72406,10.78128,11.0874,10.50678,10.88487,11.06229,10.99303,11.16446,11.12609,11.27118,11.28301,11.1618,10.96909,10.83397,11.00479
"ENSG00000007202",12.16351,12.80919,12.48779,12.76299,12.60665,12.25854,12.68401,11.78951,12.51918,12.43715,12.25591,12.54194,13.15132,12.99795,12.57455,12.6877,12.69834,12.64853,12.99276,12.84447,12.7957
"ENSG00000007350",11.23892,11.08427,11.67955,11.46579,11.30558,11.88797,11.93112,11.38192,11.35095,11.7158,11.21761,11.48468,12.19739,12.47605,12.37061,12.41316,12.4707,12.55766,12.63834,12.40695,12.43919
"ENSG00000007944",13.97533,13.72644,14.37221,13.83142,13.70592,13.97429,12.95149,13.36119,13.68284,14.41176,13.53052,13.54463,14.09993,14.13828,13.7541,13.67241,14.48663,14.25847,13.99079,13.9919,13.6996
"ENSG00000008018",13.10978,13.11516,12.95439,12.95836,13.12455,13.15409,12.81326,12.8181,12.80609,13.40069,12.74647,12.76892,12.24451,12.31274,12.29484,12.32884,12.4195,12.23916,12.37619,12.33096,12.14281
"ENSG00000008083",11.2576,10.99946,11.2531,11.29208,11.33985,11.13902,10.87758,10.79679,11.14365,11.2064,10.92377,11.06405,11.75134,12.01773,11.7094,11.71945,11.69807,11.6508,11.71728,11.73466,11.98853
"ENSG00000008128",12.85896,12.85118,12.61299,12.6429,13.03155,13.04756,12.60795,12.65175,12.81864,13.38525,13.18035,13.13106,13.25603,13.70482,13.46126,13.68672,13.34436,13.26081,13.55866,13.68151,13.51295
"ENSG00000008130",12.20032,12.68621,12.66472,12.74721,12.74262,12.38976,12.74837,13.01395,12.98837,12.39349,13.51825,13.24137,12.51763,12.81662,12.96897,13.04085,12.78408,12.7231,12.90993,12.86471,12.3963
"ENSG00000008294",10.77821,9.921317,10.5705,10.36076,11.04258,11.18956,10.35666,10.20482,9.793823,10.91968,10.00134,9.581832,12.21454,12.27871,12.12199,11.9606,12.23213,12.18999,12.31618,12.4003,12.64846
"ENSG00000008324",11.57834,11.2833,11.06808,10.90153,10.85912,11.27056,10.78228,10.79523,11.42106,11.3023,10.70623,10.62714,10.59308,10.01886,10.32982,10.44295,10.1419,9.897946,10.39603,10.18977,9.244413
"ENSG00000008438",13.17927,14.49949,12.71822,12.49638,13.0676,10.87688,13.4591,13.17196,14.01783,10.43371,13.81015,13.50095,9.193475,6.636515,10.05841,7.484712,11.18889,10.11455,7.862743,6.7997,6.523915
"ENSG00000008513",12.72616,12.32432,12.59229,12.96994,13.14117,13.31279,12.99735,13.07608,12.44532,12.56639,13.63439,13.14266,12.87141,13.62715,12.92166,12.89756,13.00401,13.1129,13.13651,12.96033,13.58087
"ENSG00000008516",13.39584,13.34681,14.04391,13.88881,13.69672,13.09974,11.54666,13.28892,14.06005,13.69104,13.79392,13.80626,12.63526,12.88248,13.62673,13.24244,12.9476,12.73056,13.01646,13.03548,12.97262
"ENSG00000008517",10.82419,9.529201,10.20054,10.40415,11.18071,11.1112,10.01784,11.17995,11.06978,10.28593,10.40683,10.00891,9.721772,9.718982,9.646026,9.491241,9.437387,9.72254,9.265477,9.745714,9.963323
"ENSG00000008869",11.81015,11.37541,11.91268,11.98847,12.18626,12.19804,11.8354,11.64833,12.10061,11.8618,11.99283,12.11063,12.98063,13.27614,13.15739,13.15285,12.98375,12.5717,13.40245,13.29993,13.40332
"ENSG00000008952",13.11122,13.13242,13.13691,13.1709,12.9131,12.83727,13.26387,12.99922,12.79247,12.88192,12.64053,12.91008,11.71611,11.59242,11.63035,11.7495,11.97709,11.72441,11.58301,11.66218,11.66473
"ENSG00000008988",17.22254,17.25389,17.13799,17.2879,17.31688,17.13915,17.10926,17.19634,17.15908,17.09286,17.03416,17.06595,17.23526,16.96579,17.17786,17.16584,17.09928,17.10508,17.01022,16.98393,17.00551
"ENSG00000009307",12.95747,12.89485,12.86491,12.84495,12.95073,13.20157,12.64242,12.94604,12.92262,13.35533,12.59964,12.72093,13.67845,13.5657,13.60604,13.61415,13.58011,13.51375,13.77561,13.74671,13.68133
"ENSG00000009790",13.09253,12.53118,13.07276,13.13741,13.32676,13.14476,13.64885,13.26879,12.82944,12.93154,12.75163,12.45577,13.06015,12.77956,12.83894,13.04902,12.66826,12.80191,12.85567,13.08587,12.90045
"ENSG00000010017",13.58924,13.71899,13.78477,13.79709,13.75507,13.43948,14.01521,13.74913,13.47779,13.70759,13.51689,13.54404,13.76794,13.81494,14.01856,13.90835,14.10766,13.92248,14.15096,13.98048,14.11131
"ENSG00000010072",10.84407,10.27785,10.66321,10.37111,10.83433,10.65786,10.41667,10.72629,10.28574,10.9708,10.46984,9.788953,10.80635,10.46971,10.94602,11.09986,10.91987,10.74401,10.23152,10.29422,9.987659
"ENSG00000010244",14.85911,15.16884,15.17672,15.11365,15.22695,15.3461,14.66554,14.59614,14.26829,15.22523,14.07116,14.09856,15.3494,15.50906,15.28207,15.30759,15.16679,15.29689,15.40738,15.53885,15.59348
"ENSG00000010270",10.47355,10.46187,10.39983,9.883257,10.28255,10.13165,10.38569,10.3527,10.25155,10.63482,10.283,10.52693,10.31424,9.973473,9.876793,10.00269,10.03281,10.00161,10.03276,9.812487,10.3587
"ENSG00000010278",12.29867,11.66627,12.90777,12.59631,11.5846,11.73743,11.45246,11.50224,11.72098,12.17299,11.33504,11.58828,11.70282,11.73952,12.25955,12.15653,12.02008,11.88672,11.92003,11.9312,11.57614
"ENSG00000010404",12.73902,12.26273,12.86574,12.67723,12.69214,12.73836,12.54791,12.57306,12.72933,12.74163,12.62999,12.64741,13.03175,13.52531,13.40206,13.20915,13.3751,13.12579,13.25748,13.04068,13.07342
"ENSG00000010438",13.21017,12.20225,11.06237,9.796809,13.18328,13.07324,12.38183,11.75772,12.65209,12.21826,11.69754,12.32902,11.31885,11.40059,10.32975,10.62284,12.58604,12.24064,10.7574,10.89638,12.55863
"ENSG00000010671",11.90597,11.77119,12.36993,12.11389,12.22092,11.82002,11.62131,11.60893,11.60027,12.11482,11.62409,11.1916,13.46595,13.37867,13.60664,13.613,13.10951,13.07525,13.69841,13.62623,13.44922
"ENSG00000011007",14.36174,13.94172,14.47416,14.08996,14.0523,14.05943,15.00965,14.44339,14.51163,14.34662,14.60571,14.24287,12.72699,12.97236,13.4898,13.40923,13.4569,12.47852,12.80453,12.63192,12.02634
"ENSG00000011009",11.80052,12.07652,12.22499,11.82864,11.74595,11.75922,10.82261,11.54925,12.2112,11.84411,12.06749,12.12876,11.53591,11.25475,11.61452,11.64333,11.19789,10.93561,11.17797,11.19037,11.36428
"ENSG00000011198",13.58447,13.54553,14.3961,14.13605,13.95556,13.99206,13.46903,13.87877,13.3664,14.11056,12.85238,13.11277,13.67328,14.87285,14.12498,14.286,14.808,14.75788,14.40258,14.33404,13.46989
"ENSG00000011258",10.42578,9.712183,10.03593,10.14852,10.7694,10.11817,10.26305,10.46771,10.10855,9.976268,10.46946,10.29841,11.39814,11.60799,11.09815,11.4439,11.29581,11.59459,11.57782,11.61497,11.63751
"ENSG00000011275",10.78796,10.54625,10.72829,10.6387,10.65021,10.36566,10.5827,10.8011,10.69971,10.77351,10.70063,10.79988,10.79955,11.16113,10.59434,10.57751,10.52976,10.63417,10.58807,10.74152,11.22098
"ENSG00000011304",10.61058,10.98185,10.96343,10.83049,11.15229,10.75547,9.363066,10.01745,10.62012,10.4591,10.46501,10.93274,10.8313,10.67066,10.59116,10.38574,10.66389,10.22699,10.21016,10.22475,9.861238
"ENSG00000011405",10.72581,10.5655,11.40322,10.96727,10.76507,11.11263,10.61163,10.83286,10.72165,11.12363,10.05612,10.34846,12.04468,12.12893,11.81458,11.70436,11.51569,11.70518,11.88334,11.89157,12.24376
"ENSG00000011422",10.87879,11.33464,10.25306,9.980124,11.14,10.597,11.71655,11.08566,11.11211,10.58847,10.82789,11.18672,11.64421,14.43608,11.04368,10.59412,13.23975,11.62214,10.31839,10.19318,10.38298
"ENSG00000011523",10.06772,9.93911,9.847734,10.2761,9.787452,10.01025,10.09579,9.919269,9.863611,9.413785,10.00372,10.25051,9.87385,10.09706,9.980253,10.00157,9.971968,9.703461,10.02679,9.991874,9.899502
"ENSG00000011600",13.4246,13.85751,13.32742,12.81213,13.03502,12.80345,14.3364,13.76354,13.69348,12.81091,13.90805,13.99185,11.60209,11.62048,12.16589,11.88901,12.2695,11.99158,11.68141,11.3078,11.21696
"ENSG00000012223",16.51072,17.40954,16.90998,16.82302,17.00294,15.15866,17.15092,17.09917,17.34089,14.69883,16.7725,16.83174,14.13679,8.043585,14.57582,10.54881,16.66738,15.90348,14.0161,8.362151,8.245535
"ENSG00000012660",11.48447,11.97452,11.17237,11.31424,11.38241,10.95718,11.2421,11.48995,12.17622,11.68347,12.056,12.05003,11.87831,11.48009,11.8657,11.53611,11.60056,11.6587,11.75156,11.69884,12.16369
"ENSG00000012779",15.24882,15.09958,15.53247,15.45663,15.31234,15.34118,14.76198,15.03958,15.28091,15.39905,15.57373,15.39115,14.91333,14.90391,14.93997,15.23668,14.81624,14.27999,14.61971,14.74182,15.10666
"ENSG00000012822",11.77783,12.10455,12.68089,12.60734,12.57917,12.2237,11.6173,12.07881,12.0263,12.70302,11.83594,11.48934,13.32219,13.95042,13.94085,14.09566,13.92568,13.77011,14.09019,14.16587,14.13698
"ENSG00000012983",12.65743,12.15798,12.75086,12.99453,12.7711,12.78611,12.65312,12.61803,12.32456,12.68294,12.43194,11.94571,13.11524,13.08557,13.40857,13.54886,13.1825,13.28523,13.65085,13.56942,13.39093
"ENSG00000013288",10.74177,10.70857,10.76683,10.84818,10.9032,10.81443,10.23411,10.65358,11.04542,10.80142,11.00402,11.30704,11.37852,11.65561,11.70753,11.43099,11.57106,11.39812,11.63578,11.3713,11.51143
"ENSG00000013364",10.3468,10.83568,11.06808,11.08802,10.39101,10.07137,11.60138,11.04986,11.87296,10.29199,11.28248,12.355,9.660356,10.11575,9.699002,9.480498,10.23098,9.193441,9.464847,8.96932,9.679627
"ENSG00000013374",10.01203,9.820242,9.942393,9.934198,10.40858,10.19662,9.944922,9.653345,9.983238,10.15062,9.766364,9.056808,10.6612,10.67922,10.65008,10.76514,10.58305,10.7993,10.78514,10.79904,10.98435
"ENSG00000013441",16.07097,15.72722,16.23021,16.19951,16.23193,16.07424,15.82489,15.82384,15.70166,16.11126,15.80906,15.58687,16.34275,16.18767,15.89861,16.09885,16.14996,16.25698,15.99849,15.98763,15.78992
"ENSG00000015153",11.89258,11.17874,11.68711,11.46915,11.5944,11.84025,13.08907,12.10409,11.83469,11.69886,11.77636,11.91216,11.05205,11.10206,11.12446,10.9545,11.18529,10.89177,11.05881,11.08672,11.17879
"ENSG00000015285",14.0882,14.17611,13.80794,14.02581,13.80963,13.78262,14.28768,14.05856,14.1518,13.57733,14.4551,14.40321,12.08227,12.26868,12.33425,12.37108,12.33268,12.19876,12.49571,12.1751,12.08084
"ENSG00000015475",11.07451,11.96106,11.1156,11.09721,11.07843,10.735,11.51852,11.70667,11.06857,10.93678,11.12568,10.75213,10.14843,10.03609,10.60555,10.69493,10.56485,10.06094,10.3063,9.987453,10.03918
"ENSG00000015479",15.81483,15.71449,15.92451,15.84971,15.79536,16.07642,15.3361,15.55357,15.27515,16.08288,15.11451,15.25385,16.11951,16.33164,16.44624,16.41352,16.46455,16.31137,16.1715,16.09604,16.36661
"ENSG00000015568",9.301637,9.73863,10.45127,10.27734,9.268143,9.554028,8.88108,8.992883,8.784559,10.44796,8.202371,8.292058,11.8744,12.27245,11.23927,11.31439,11.63413,11.74216,11.76636,11.67018,11.12425
"ENSG00000016864",11.77602,11.60979,12.11541,12.03462,11.81194,12.35877,11.98295,12.65617,12.54972,12.07416,12.54094,12.61703,12.07288,11.68769,12.26478,12.222,12.06668,11.9469,12.07529,11.88422,12.31221
"ENSG00000017260",10.32932,9.937485,10.584,10.22179,10.38393,10.28537,10.19838,10.41022,9.984498,10.5646,9.60955,10.07429,11.44047,11.46393,11.49121,11.43972,11.50732,11.56687,11.15946,11.14095,11.42002
"ENSG00000017797",11.63872,11.49158,11.61854,11.49224,11.70118,11.44178,12.9021,12.26592,11.4332,11.6439,11.31927,11.72415,11.86739,11.84337,12.23716,12.65385,12.39605,12.63282,12.87873,13.03193,11.82938
"ENSG00000018408",10.00752,10.43995,10.15172,10.18529,10.31891,9.894062,10.41475,10.25734,10.85639,9.915422,10.65771,10.80252,10.059,9.885061,10.01827,9.985869,10.00745,10.3894,9.834086,10.2772,10.00575
"ENSG00000018510",10.81667,11.36853,10.35655,10.63126,10.15396,10.34195,10.0804,10.3817,10.46053,9.838575,10.38326,10.3391,11.28358,10.99559,11.15184,11.04253,11.29787,11.09144,11.38079,11.34924,11.3986
"ENSG00000019582",10.52716,10.70318,10.71341,13.21046,10.99253,10.52703,10.95012,11.1657,10.99836,9.959942,10.71069,10.46732,8.630792,9.004349,8.673532,8.29607,9.00061,8.746502,9.193679,8.495828,8.683773
"ENSG00000021574",10.31525,10.17526,10.76586,10.22619,11.01895,10.38474,9.890675,10.29175,9.972515,10.59737,9.033082,9.564541,10.96635,11.27001,11.39692,11.38474,11.15188,10.96498,11.23723,11.05087,11.20035
"ENSG00000021776",11.07402,10.90982,11.40729,11.31299,11.36594,11.31498,10.82731,11.08804,10.83248,11.55884,10.56064,10.83701,11.82571,12.06004,11.84635,12.0343,11.72675,11.81688,11.47666,11.46091,11.48578
"ENSG00000022277",12.30937,12.97885,12.84006,12.3429,12.61582,12.57418,11.32536,11.66889,11.23967,12.76737,11.35129,11.08487,12.54778,12.85573,12.69624,12.77231,12.55305,12.55092,12.60515,12.67167,12.36865
"ENSG00000022840",13.50437,13.47164,14.02153,13.80999,14.12589,13.92773,13.49567,13.61838,13.07962,13.87097,13.32402,13.17977,14.25753,14.37996,14.47527,14.75918,14.35008,14.18902,14.59423,14.59315,14.41493
"ENSG00000023041",11.54718,11.37751,11.77888,11.57762,11.59151,11.83496,11.68335,11.21192,11.17486,11.64439,10.98626,10.7068,11.72189,11.38335,11.60411,11.86063,11.63523,11.71045,11.94977,11.88122,11.44723
"ENSG00000023287",9.604016,9.140093,10.1749,9.751072,10.19541,10.06634,9.289367,9.569675,8.493893,9.811181,8.708747,8.019736,9.826427,10.39441,10.84546,10.68557,10.75639,10.55212,10.74883,10.96794,10.98783
"ENSG00000023318",12.88195,12.68087,12.85913,12.42195,12.56383,12.92133,12.3912,12.5147,12.35352,12.61631,11.99137,12.15437,12.23958,12.05618,12.3933,12.34301,12.20947,12.25387,12.30186,12.26501,12.19758
"ENSG00000023330",13.85803,13.90546,14.08821,13.59824,13.44564,13.45587,14.13998,13.58112,14.1256,13.52867,14.14806,13.97377,13.54606,13.02156,13.56182,12.84676,13.14754,12.71984,12.76441,13.26151,12.68095
"ENSG00000023445",9.768839,10.60789,11.47042,11.99946,12.78669,12.64296,9.748309,10.12789,8.880666,11.63188,8.769178,9.605654,11.52915,13.65963,12.01521,11.44096,13.95334,13.41203,11.52256,11.50745,10.75502
"ENSG00000023734",11.93988,12.11141,11.74748,11.5467,12.17381,12.04535,11.46448,11.17916,10.99637,12.27044,11.04721,10.68519,11.7434,11.66254,11.69444,11.753,11.59756,11.58917,11.51936,11.8106,11.66995
"ENSG00000023902",11.04933,10.89549,11.14504,11.73501,11.46736,11.36819,10.97184,11.28708,10.8969,11.03474,11.15498,11.18938,11.45129,11.75817,11.38528,11.45734,11.21978,11.25096,11.26583,10.95577,11.34763
"ENSG00000024048",11.784,11.419,12.45042,11.99342,12.02656,12.28244,11.55428,11.54064,10.66399,12.15862,11.19542,10.49614,13.56445,13.77969,13.66209,13.77144,13.37784,13.57579,14.15388,14.10169,13.77264
"ENSG00000024862",10.35507,9.989736,9.709803,10.22178,10.66535,10.4217,9.561747,9.976965,9.785458,10.76064,10.21475,9.746416,10.41151,10.35393,10.33984,10.60127,10.17594,10.37798,10.45171,10.49868,10.58006
"ENSG00000025039",11.69626,12.11709,12.12306,11.82254,12.04549,11.7569,11.68837,11.99617,11.51787,11.89133,12.23049,12.1235,11.53867,12.23075,12.03155,11.7829,12.15302,12.17579,12.0412,12.15573,11.95624
"ENSG00000025293",10.32524,10.26772,10.76692,10.45693,10.32921,10.41324,10.22932,9.849161,9.777582,10.9531,10.01463,9.136344,11.67634,12.05656,11.50414,11.51193,11.61705,11.50901,11.78843,11.88332,11.5095
"ENSG00000025796",12.91548,13.00733,12.16485,12.0449,12.74263,12.07848,12.85725,13.27729,12.42971,12.29237,12.74046,13.0035,13.58192,13.48855,13.40075,13.19688,13.5079,13.38756,13.32114,13.1659,13.08811
"ENSG00000026025",12.11924,11.93594,12.29552,11.88488,12.25798,11.61423,12.01013,12.03212,12.23759,11.96489,12.26027,11.87768,11.5277,11.37671,11.32941,11.30331,11.50113,11.16489,11.13081,11.22066,11.31073
"ENSG00000026103",10.32089,10.23284,9.581032,8.999966,10.49757,10.98347,10.26334,10.78494,9.567886,9.905107,10.07117,10.65898,9.620165,10.56914,10.63976,10.53769,10.46696,10.39368,11.21233,11.08379,10.79279
"ENSG00000026297",15.88843,15.8062,16.49845,16.48856,16.54922,16.29536,14.52731,14.45228,15.71098,16.10961,15.36782,12.83721,16.57826,16.31643,15.97797,16.11204,14.2413,14.04367,16.88717,16.97311,16.4114
"ENSG00000026950",13.06207,12.64264,12.67665,12.16867,12.7672,12.96241,12.41161,12.46395,12.32383,12.52133,12.22465,11.94312,13.56259,13.26572,13.16215,13.04288,14.17438,14.31304,13.60615,13.40882,13.46799
"ENSG00000027697",10.50979,10.90317,11.16438,10.70078,11.38592,11.35595,10.03136,10.64928,9.270929,10.90455,8.903773,9.072624,9.917015,12.19199,11.72846,11.27287,12.43627,11.89657,11.26784,11.17397,10.11157
"ENSG00000028310",9.816201,9.842593,9.657331,9.962934,10.07374,9.618599,9.154279,9.355769,9.255646,9.398107,9.436065,9.109509,10.88262,11.18139,10.88526,10.81545,10.75051,10.40326,10.8745,10.98101,11.03435
"ENSG00000028528",11.6198,11.9335,11.96611,12.27231,11.90493,11.60531,11.57928,11.44886,11.70746,11.7955,11.81026,11.51426,12.01315,12.23357,11.92501,12.05044,11.84337,11.62703,12.29559,12.23746,11.8455
"ENSG00000029363",10.46178,10.61404,10.99077,10.64518,10.71741,10.3742,11.10948,10.09873,9.859147,10.89576,9.435678,9.411371,11.0187,11.40453,11.31992,11.31868,11.35014,11.12059,11.1103,11.06218,10.95719
"ENSG00000029725",10.39554,10.02132,10.24567,10.66007,10.20855,10.28266,10.65565,10.38247,9.9699,10.42701,10.45469,9.979437,11.32356,11.032,11.20741,11.40089,11.10771,11.2865,11.30744,11.05455,11.54066
"ENSG00000030582",13.63802,14.67269,12.2378,12.38141,12.71081,11.66423,12.5782,12.8966,13.03936,12.07344,12.65286,13.10616,11.95628,11.37935,12.13854,11.6344,12.0011,11.7187,11.78608,11.46914,12.33027
"ENSG00000031823",10.4247,10.40237,10.48334,10.32884,10.58705,10.53687,10.09373,10.64517,10.57607,10.64235,10.6729,10.64371,9.997688,10.05251,9.646797,9.720192,9.906913,9.689411,9.726263,9.527762,9.983372
"ENSG00000032444",9.162718,9.503254,10.5992,10.26368,9.918509,9.097454,9.183248,10.24564,10.1808,10.38697,10.85635,11.1356,11.53224,12.72322,11.75147,11.70478,11.99996,11.71951,12.02586,11.794,11.69729
"ENSG00000033100",12.04968,12.04132,12.32345,12.40501,12.51734,12.65325,11.76474,12.13991,12.37025,12.2116,12.89132,12.74322,12.41614,12.53585,12.46251,12.52786,12.40472,11.98095,12.44749,12.33922,12.26839
"ENSG00000033627",13.14039,13.24833,13.53527,13.6221,13.64229,13.31392,13.82817,13.70193,14.14512,13.62684,13.89062,14.14867,13.5198,13.78207,13.2563,13.3838,13.31482,13.14226,13.08912,13.20868,13.15141
"ENSG00000033800",13.33674,13.6001,13.64309,13.67122,13.5557,13.67233,13.15094,13.63166,13.80175,13.48027,12.95751,13.35713,13.57605,13.70644,13.67788,13.59506,13.91949,13.7866,13.51075,13.62894,13.50377
"ENSG00000033867",12.46674,11.83593,12.1429,12.32539,12.68378,12.79085,13.0523,12.84564,12.14764,12.6487,12.0261,12.57899,12.86892,13.09613,13.03136,12.66435,12.87145,13.00649,13.20583,13.02207,13.33175
"ENSG00000034510",16.91688,16.74828,17.08588,16.99267,16.9029,16.84312,17.04707,17.04728,16.9424,16.9202,16.89741,16.82247,16.73212,16.93261,16.92262,16.89005,16.7931,16.6804,16.82906,16.87875,16.93297
