"gene","symbol","baseMean","log2FoldChange","stat","pvalue","padj"
"ENSG00000160208","RRP1B",7.99917380952381,-1.38107569913974,-7.42481587177455,8.60701429373988e-08,0.00133443149610143
"ENSG00000119979","DENND10",12.5532433333333,0.742942469805493,6.68915205713599,5.06594519055618e-07,0.00392712071171915
"ENSG00000184459","BPIFC",6.39045166666667,1.1378755688443,6.22992597044765,1.58232448547178e-06,0.00817745294091818
"ENSG00000137965","IFI44",9.47966038095238,1.7290064815997,5.91980060322019,4.17871096699565e-06,0.015135320184186
"ENSG00000106066","CPVL",6.53819785714286,1.43091475180708,5.6839024892889,6.3028677941415e-06,0.015135320184186
"ENSG00000151704","KCNJ1",7.45381157142857,0.99773005495457,5.65228157412654,6.83354239482084e-06,0.015135320184186
"ENSG00000072786","STK10",15.3358819047619,-0.531247046772771,-5.66421443847071,6.628163773011e-06,0.015135320184186
"ENSG00000067066","SP100",13.2995771428571,0.769994218468577,5.58931844713262,8.02880688718598e-06,0.0155598277473664
"ENSG00000111266","DUSP16",8.04109461904762,-1.25062684254726,-5.29435090125887,1.71470474177333e-05,0.0196296126708467
"ENSG00000070495","JMJD6",11.2539414285714,1.1210513614588,5.31726843010813,1.6162259887982e-05,0.0196296126708467
"ENSG00000023909","GCLM",6.36278519047619,1.10556985534972,5.33609972358678,1.53958795200825e-05,0.0196296126708467
"ENSG00000145743","FBXL17",9.03691885714286,0.848974856831536,5.32212130894365,1.59611559282508e-05,0.0196296126708467
"ENSG00000104365","IKBKB",10.6955685714286,-0.598704952903921,-5.32174888870157,1.59764992744118e-05,0.0196296126708467
"ENSG00000162704","ARPC5",14.7556928571429,0.488981830749983,5.25479121191694,1.89914983270575e-05,0.0196296126708467
"ENSG00000121060","TRIM25",14.4738447619048,0.479656317357733,5.2621197443913,1.8635321054525e-05,0.0196296126708467
"ENSG00000266412","NCOA4",14.7100685714286,0.726765449826585,5.1719946868831,2.35252891706605e-05,0.0203763835423578
"ENSG00000166783","MARF1",11.6230780952381,0.547835367770848,5.18381335109706,2.28167895604762e-05,0.0203763835423578
"ENSG00000115561","CHMP3",13.22183,0.513455297663052,5.16984053722126,2.36567920383411e-05,0.0203763835423578
"ENSG00000164659","ELAPOR2",7.577334,-1.23996870608634,-5.04760096336863,3.24691763451115e-05,0.0239715290502195
"ENSG00000203666","DRC8",7.55753533333333,1.12299069718243,5.07139214775527,3.0527188254907e-05,0.0239715290502195
"ENSG00000023287","RB1CC1",9.93282890476191,0.94979911329524,5.05470990789363,3.18762317299494e-05,0.0239715290502195
"ENSG00000144659","SLC25A38",10.2779814761905,-0.649624676946878,-4.9725845038228,3.94440122257096e-05,0.0277972711612455
"ENSG00000162645","GBP2",11.4207383333333,1.08502208115378,4.92588581471431,4.45273354104637e-05,0.0300152960088622
"ENSG00000157601","MX1",9.20772985714286,1.65598581111466,4.93849970557274,5.64922592007929e-05,0.0321164013068748
"ENSG00000183092","BEGAIN",6.23667347619048,-1.05040954248111,-4.84991685572868,5.42399525487828e-05,0.0321164013068748
"ENSG00000167895","TMC8",7.291373,-1.00209548010229,-4.83241930352235,5.67627693355011e-05,0.0321164013068748
"ENSG00000120594","PLXDC2",12.3728123809524,0.713279378623639,4.826145928246,5.76956426209121e-05,0.0321164013068748
"ENSG00000167618","LAIR2",13.8232485714286,-0.485203366945527,-4.82410951328602,5.80017567461619e-05,0.0321164013068748
"ENSG00000087266","SH3BP2",8.69465823809524,-1.11638764003334,-4.80211730133481,6.1413170194677e-05,0.0328327514033887
"ENSG00000164252","AGGF1",8.04579185714286,1.03964593574067,4.72231624905037,7.55693566485346e-05,0.0360214959233106
"ENSG00000205413","SAMD9",12.81816,0.95581432516296,4.68374254667164,8.35405230380471e-05,0.0360214959233106
"ENSG00000173597","SULT1B1",9.01005657142857,0.927616453164319,4.65267337329511,9.05684056311906e-05,0.0360214959233106
