"gene","symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000041670","Rims1",5481.49217891402,4.78525503115749,0.361992944500102,13.219194196632,6.79883977135258e-40,6.14989051517697e-36
"ENSMUSG00000037386","Rims2",2654.54413031887,4.27099344007083,0.321914317802483,13.2674851781255,3.57373800688504e-40,6.14989051517697e-36
"ENSMUSG00000046447","Camk2n1",5505.23084968612,4.24675183575166,0.327399737416642,12.9711522350653,1.78329275073465e-38,1.07538497178468e-34
"ENSMUSG00000032355","Mlip",948.201193175496,5.07399675689895,0.396790788180752,12.7875870812494,1.92353739978442e-37,8.69967877487497e-34
"ENSMUSG00000048978","Nrsn1",972.33352425868,5.15447665447583,0.404358366367631,12.7472981473803,3.22737966582706e-37,1.16773051068955e-33
"ENSMUSG00000041596","ENSMUSG00000041596",134.082131911932,5.77738489269111,0.458700384055388,12.5951167548913,2.24627314701148e-36,6.77288791709744e-33
"ENSMUSG00000025104","Hdgfl3",849.919850676591,3.52250021781541,0.280594586974299,12.5536998264976,3.79361419756384e-36,9.80432492116107e-33
"ENSMUSG00000049044","Rapgef4",6861.20874288339,4.43681579224966,0.355479748605018,12.4812054966864,9.45442915690965e-36,2.13800097347066e-32
"ENSMUSG00000031647","Mfap3l",844.741494457623,4.04850541528976,0.329832930574531,12.274412407026,1.24290865328403e-34,2.49838449406238e-31
"ENSMUSG00000000247","Lhx2",383.81615737059,4.80632200712121,0.39361131401228,12.2108329614002,2.72089178126965e-34,4.92236532149493e-31
"ENSMUSG00000027525","Phactr3",1894.11700764927,4.86820289495843,0.400265397600365,12.1624375330564,4.92663673252317e-34,8.10252592073425e-31
"ENSMUSG00000019856","Fam184a",551.544504588341,4.00501753796194,0.332723492980254,12.0370746955329,2.26858240418798e-33,3.42007702284706e-30
"ENSMUSG00000064345","mt-Nd2",35026.6678865475,4.09658135565309,0.341078336104243,12.0106759122956,3.12282169116692e-33,4.34576670883852e-30
"ENSMUSG00000064357","mt-Atp6",64158.1256085753,4.48670066647186,0.37462384553369,11.9765485298462,4.71549919291317e-33,6.09343542135658e-30
"ENSMUSG00000031997","Trpc6",167.470492446015,4.72896319010475,0.396632392395572,11.9227861384262,9.00460072287902e-33,1.0860148778507e-29
"ENSMUSG00000006575","Rundc3a",1506.93175629225,4.69833294087534,0.394960867352474,11.8956922805277,1.24615374536146e-32,1.40901046295839e-29
"ENSMUSG00000058589","Anks1b",1626.56727586597,3.49583635482618,0.296103698598897,11.8061218801649,3.62917897481339e-32,3.86208687254994e-29
"ENSMUSG00000031099","Smarca1",562.835798288152,4.3204390955296,0.367646519037459,11.7516115937695,6.9284715185364e-32,6.96349879121345e-29
"ENSMUSG00000026764","Kif5c",13133.1452919483,4.9178363323431,0.419206106824343,11.7313089010027,8.80859028045032e-32,8.38716877703298e-29
"ENSMUSG00000048240","Gng7",978.480642140084,4.45716191239003,0.380295188582673,11.7202690073505,1.00352827658807e-31,9.07741502587734e-29
"ENSMUSG00000046093","Hpcal4",4567.21902717368,5.42202784503494,0.463256812424748,11.7041513467559,1.21367417579521e-31,1.04555140544339e-28
"ENSMUSG00000027805","Pfn2",698.928897899342,4.04983733301549,0.346241806004868,11.6965579048492,1.32728840875716e-31,1.09145339103754e-28
"ENSMUSG00000020684","Rasl10b",1951.01899991281,4.9282136810095,0.421827900147702,11.6829960258293,1.55708762671905e-31,1.22475096760758e-28
"ENSMUSG00000074657","Kif5a",68752.1095675338,5.07973027032777,0.43537984179578,11.6673529242322,1.87156316120924e-31,1.41076871455985e-28
"ENSMUSG00000021750","Fam107a",5422.97217524643,4.31620278247723,0.370403662165879,11.6527000765567,2.22301730961656e-31,1.60866424593093e-28
"ENSMUSG00000004187","Kifc2",2466.7797339203,4.68037817570945,0.403476088734682,11.6001376695886,4.11415880362664e-31,2.75663877468183e-28
"ENSMUSG00000007682","Dio2",1275.82866969715,4.43778994095654,0.382538963602627,11.6008834738373,4.0784593726671e-31,2.75663877468183e-28
"ENSMUSG00000028278","Rragd",478.365397225917,3.48199149223865,0.300418018557442,11.5904881769695,4.60500393622827e-31,2.97532593608234e-28
"ENSMUSG00000064363","mt-Nd4",61688.9729005066,4.11571174787126,0.355885739825612,11.5646998103605,6.22084743907433e-31,3.88073624207909e-28
"ENSMUSG00000067279","Ppp1r3c",773.932818287079,4.13062587219852,0.357868358396128,11.5423053625386,8.07320673141231e-31,4.86841276593267e-28
"ENSMUSG00000043969","Emx2",256.693443758258,5.43914355996879,0.471544940514573,11.5347299751182,8.81633744892699e-31,5.14504389640446e-28
"ENSMUSG00000018451","6330403K07Rik",194.799493718814,3.66188719257702,0.318065861911468,11.5129840422682,1.13482458428921e-30,6.41565986074251e-28
"ENSMUSG00000024403","Atp6v1g2",462.231532587236,3.70070224619814,0.322002109491983,11.4927888268704,1.43406265751732e-30,7.86170531428662e-28
"ENSMUSG00000052684","Jun",6458.20192028113,-2.97023770181075,0.258842960297105,-11.4750569163691,1.76061788302842e-30,9.36804062407857e-28
"ENSMUSG00000033208","S100b",2278.69699785501,5.00861937587511,0.436989909653053,11.4616362191331,2.05593577350951e-30,1.06268383081602e-27
"ENSMUSG00000044352","Sowaha",475.794911468265,4.81226462157016,0.420671520803588,11.4394827878472,2.65463335697151e-30,1.33402700169366e-27
"ENSMUSG00000048644","Ctxn1",355.96851610713,4.95577305995697,0.435246133400791,11.3861391972287,4.90233550523205e-30,2.39697707095008e-27
"ENSMUSG00000047181","Samd14",430.296652754682,4.1879688602187,0.36840048308801,11.3679787418145,6.03693703650547e-30,2.87405862966896e-27
"ENSMUSG00000099696","2900052N01Rik",742.972631556146,4.9348110634828,0.434257849783059,11.3637809102313,6.33425779328752e-30,2.93828353175294e-27
"ENSMUSG00000033350","Chst2",1648.2993312654,3.89291373487227,0.343848232600007,11.3216046086264,1.02576951744558e-29,4.63929908502698e-27
"ENSMUSG00000059213","Ddn",8479.09598695351,5.79409151426947,0.512412018750335,11.3074855824031,1.20493127151459e-29,5.31668576413914e-27
"ENSMUSG00000056596","Trnp1",448.127847861173,4.8125560101885,0.426383655037634,11.2869148555043,1.5228864933344e-29,6.55965227402681e-27
"ENSMUSG00000036641","Ccdc148",237.133520227554,4.23550715503826,0.375949821148467,11.2661502061617,1.92817566764565e-29,8.11223860543662e-27
"ENSMUSG00000026077","Npas2",332.572615858724,4.04864026567013,0.360013400749251,11.2458043429611,2.42872632113042e-29,9.98592906262966e-27
"ENSMUSG00000046329","Slc25a23",2611.40691850195,3.68403755159811,0.328159014657194,11.2263792461913,3.02627228741103e-29,1.21662871003451e-26
"ENSMUSG00000020932","Gfap",5328.52372864414,5.07151872358433,0.454213204046033,11.1655026282995,6.01500103886872e-29,2.36559529987335e-26
"ENSMUSG00000025867","Cplx2",4912.61488627505,5.09749677354999,0.456910475308499,11.1564454067468,6.66015601284622e-29,2.56359324315747e-26
"ENSMUSG00000019699","Akt3",2471.83863603076,2.72421594364037,0.244273576195141,11.1523153100444,6.97670065888483e-29,2.62948940874761e-26
"ENSMUSG00000024654","Asrgl1",2626.39112018515,4.04843646128513,0.363819186788903,11.1276057126534,9.20754979732769e-29,3.33178533817883e-26
"ENSMUSG00000024302","Dtna",1275.37547925121,3.82836648777135,0.344042504537195,11.1275974255601,9.20840566629494e-29,3.33178533817883e-26
"ENSMUSG00000064351","mt-Co1",169312.910404009,3.77969109945479,0.339948804718196,11.1184126756616,1.02071826152746e-28,3.62074785672418e-26
"ENSMUSG00000041571","Selenow",2385.02510149158,3.68992814378405,0.33274980822909,11.0891969056933,1.41552837092997e-28,4.92467764586423e-26
"ENSMUSG00000039278","Pcsk1n",2049.2678413097,4.3548713311133,0.393442498824096,11.0686347919428,1.78092997565173e-28,6.07901965839916e-26
"ENSMUSG00000064341","mt-Nd1",60748.9831175918,3.96395376239917,0.359028151259187,11.0407881624234,2.42893160530393e-28,8.1373706799173e-26
"ENSMUSG00000064370","mt-Cytb",91336.6054001702,3.98720619211219,0.361424681796481,11.0319145120183,2.68096167188294e-28,8.81841411018805e-26
"ENSMUSG00000032517","Mobp",19295.1607765679,7.59015090592553,0.68899792672663,11.0162173375262,3.19192322482643e-28,1.03116219750598e-25
"ENSMUSG00000047786","Lix1",475.561033119893,4.19558250758209,0.380966170763491,11.0130054308333,3.30781719750639e-28,1.049854752984e-25
"ENSMUSG00000090546","ENSMUSG00000090546",458.136531524073,5.34609376740125,0.485659700381469,11.0079007239062,3.50065440414922e-28,1.09190239354247e-25
"ENSMUSG00000037855","Zfp365",3570.55395548193,5.31094158577025,0.482651549895082,11.0036766419267,3.66862521952206e-28,1.12489998044701e-25
"ENSMUSG00000039220","Ppp1r10",954.218972860421,-1.35207438528104,0.122979576603237,-10.9943002133042,4.07058677359432e-28,1.22734975535158e-25
"ENSMUSG00000037126","Psd",1939.02089404093,5.02792342911074,0.458095093511574,10.9757198894419,5.00059392924362e-28,1.4830449962942e-25
"ENSMUSG00000024268","Celf4",2196.067779651,4.54731888340726,0.415035263333087,10.9564639083639,6.18698224865158e-28,1.80530154613477e-25
"ENSMUSG00000002006","Pdzd4",1085.88872758894,4.1638555584544,0.380179701522491,10.9523352819195,6.47562370806031e-28,1.85953188099237e-25
"ENSMUSG00000052430","Bmpr1b",386.248528647849,4.30829801301339,0.394105545374101,10.9318380915543,8.11870084284838e-28,2.29492838981203e-25
"ENSMUSG00000025738","Fbxl16",6967.9597169719,5.06406078690216,0.463758253672844,10.9196132829898,9.28904683661254e-28,2.54618403516905e-25
"ENSMUSG00000037148","Arhgap10",337.082405996734,2.6708660942281,0.244577614711914,10.9203211314907,9.21693439238904e-28,2.54618403516905e-25
"ENSMUSG00000029636","Wasf3",1591.74819795041,3.8541198587258,0.35372959882001,10.8956668358616,1.20877810687588e-27,3.26388130320769e-25
"ENSMUSG00000100862","Atp6-ps",49041.1962276344,4.49036638002008,0.412413872944325,10.8880100176123,1.31481826358339e-27,3.49799664801281e-25
"ENSMUSG00000031342","Gpm6b",6363.22730997508,4.33862646040533,0.399555256821003,10.8586394155465,1.81432198549075e-27,4.75694188978451e-25
"ENSMUSG00000021379","Id4",380.115962844909,3.9738751258698,0.366599322487873,10.8398321603588,2.22879574683637e-27,5.67903434591786e-25
"ENSMUSG00000069806","Cacng7",477.687831688781,3.96563522558234,0.365809862017393,10.8407006954717,2.20773576927212e-27,5.67903434591786e-25
"ENSMUSG00000013523","Bcas1",6367.60354816205,7.09658567328441,0.654807185768204,10.8376722606654,2.28203605817724e-27,5.73393254562283e-25
"ENSMUSG00000033763","Mtss2",6454.64400399463,4.00672817481312,0.369795283126837,10.8349899461504,2.34991224177733e-27,5.82359758438269e-25
"ENSMUSG00000021792","Prxl2a",1702.83527949846,3.74276225453382,0.346182717002716,10.8115225593554,3.03588879886717e-27,7.42192760274406e-25
"ENSMUSG00000026527","Rgs7",286.228424114144,3.63864983832502,0.337429561579671,10.7834352784348,4.12198364472355e-27,9.94277414889251e-25
"ENSMUSG00000022995","Enah",1966.75584065688,3.44938349317446,0.320135794069828,10.7747510808557,4.53005751192561e-27,1.07833250589798e-24
"ENSMUSG00000033720","Sfxn5",2607.6569148253,3.43213568277003,0.319224411990858,10.7514825115202,5.83166783566279e-27,1.37013899759709e-24
"ENSMUSG00000047261","Gap43",378.686138240482,4.67984908563494,0.435502106226783,10.7458701547541,6.19747479011114e-27,1.43741687728078e-24
"ENSMUSG00000102070","ENSMUSG00000102070",21783.3828136548,3.65186376506386,0.340779608672372,10.7162038811272,8.5438376133284e-27,1.9565388134522e-24
"ENSMUSG00000022658","Tagln3",469.163238242188,4.09488776486358,0.382300329735212,10.7111803113007,9.02043278553446e-27,2.0398581190388e-24
"ENSMUSG00000003352","Cacnb3",1028.33323346681,4.55432919734894,0.42583541331328,10.6950456795344,1.07366737400395e-26,2.392245357795e-24
"ENSMUSG00000051146","Camk2n2",203.336931875346,4.1835396976602,0.391199612024599,10.694130487525,1.08431882891598e-26,2.392245357795e-24
"ENSMUSG00000035390","Brsk1",3357.86978330277,4.9882589390911,0.466822067749037,10.6855679791316,1.18918887638887e-26,2.59200192322301e-24
"ENSMUSG00000035226","Rims4",588.356691051891,4.40106885354727,0.411948270571388,10.6835473479299,1.21536804549417e-26,2.61752658464702e-24
"ENSMUSG00000032402","Smad3",1012.28223409843,-1.27000957172313,0.118977602274879,-10.6743584291519,1.34181205609519e-26,2.85584963609625e-24
"ENSMUSG00000033577","Myo6",3653.08576828534,3.29261438931756,0.308875565372614,10.6600027922102,1.56592742524538e-26,3.29409221512955e-24
"ENSMUSG00000050357","Carmil2",224.471545286394,3.59955691495256,0.337729272512196,10.658113488882,1.59806049608696e-26,3.3230474062884e-24
"ENSMUSG00000028132","Tlcd4",276.979860027069,3.40939446735394,0.320019782677856,10.6536990895527,1.67571074831749e-26,3.44491853952406e-24
"ENSMUSG00000064360","mt-Nd3",3459.1917805394,3.70014579588381,0.347393727247303,10.6511589175867,1.72207650795133e-26,3.50045911296039e-24
"ENSMUSG00000024617","Camk2a",25508.8689624093,5.42973446954707,0.509997907652281,10.6465818547026,1.80885479364982e-26,3.63599911910209e-24
"ENSMUSG00000036585","Fgf1",905.944560621876,3.83112270459438,0.360984457984917,10.612985184959,2.59328720367509e-26,5.15551195622924e-24
"ENSMUSG00000055430","Nap1l5",664.190602771695,4.21183019251228,0.397512919753204,10.5954548474228,3.12816568886552e-26,6.15126581274633e-24
"ENSMUSG00000022456","Septin3",1731.61620994802,4.34512334156763,0.410169132697441,10.5934917944515,3.19448673950704e-26,6.21413544133569e-24
"ENSMUSG00000064358","mt-Co3",16907.7556487159,3.61389937211213,0.341383530926561,10.5860389993141,3.45921446371343e-26,6.65751583649358e-24
"ENSMUSG00000001313","Rnd2",385.720546457053,3.62964515443299,0.342973305907263,10.5828794600546,3.57790325498353e-26,6.81345766167443e-24
"ENSMUSG00000020886","Dlg4",4415.75120191296,4.22458179895941,0.39951858403018,10.5741809463369,3.9259275294588e-26,7.39832863910825e-24
"ENSMUSG00000032482","Cspg5",1277.33838779525,3.64412153731547,0.344813758158005,10.5683762642836,4.17663222007132e-26,7.78963438075363e-24
"ENSMUSG00000053310","Nrgn",1781.37894315253,4.77151815376414,0.451812698253548,10.5608323365149,4.52630377492835e-26,8.35564914206416e-24
"ENSMUSG00000055692","Tmem191",222.471538009075,2.99898721606939,0.284671681924764,10.5348982933329,5.96477195972451e-26,1.08998676286238e-23
"ENSMUSG00000071454","Dtnb",612.506127906966,2.71093110516113,0.257368645496381,10.5332609569927,6.06947072373352e-26,1.09802794863063e-23
"ENSMUSG00000050071","Bex1",141.597093574198,4.53377045508641,0.431222216091957,10.5137682751475,7.46498328459559e-26,1.33711893664969e-23
"ENSMUSG00000045136","Tubb2b",1176.29927511754,3.09576332191795,0.294885804585098,10.4981768324646,8.80645317404593e-26,1.56193670952613e-23
"ENSMUSG00000007950","Abhd8",763.972736372601,3.55417052536294,0.33874543261324,10.4921577774331,9.38600072809641e-26,1.64856445798051e-23
"ENSMUSG00000022490","Ppp1r1a",135.233830625291,4.57705837666021,0.437201252409158,10.4689964894628,1.19907361670641e-25,2.08581161536882e-23
"ENSMUSG00000067736","Gm10222",8886.33178926817,3.69559367171407,0.353457665437195,10.4555482398237,1.38197197580474e-25,2.38107190612224e-23
"ENSMUSG00000022208","Jph4",1679.12388684071,4.55144135435896,0.435352370904782,10.4546148328073,1.39564686178032e-25,2.38194786570451e-23
"ENSMUSG00000051497","Kcnj16",432.666249420733,3.76473883370619,0.360152753809532,10.4531724216586,1.41704310800692e-25,2.39586232401432e-23
"ENSMUSG00000102252","Snrpn",1140.69029026312,3.80873499255414,0.364744666864145,10.4421951533914,1.59088692400449e-25,2.66488290205234e-23
"ENSMUSG00000044117","Bmerb1",387.174898664961,4.48651630117423,0.430070139746776,10.4320572077287,1.77013702973146e-25,2.93794027567632e-23
"ENSMUSG00000025920","Stau2",542.884921881378,2.67111215257892,0.25652616716743,10.4126303451746,2.17137699557366e-25,3.57112556608391e-23
"ENSMUSG00000064368","mt-Nd6",3979.1364696163,3.21398477055404,0.30960533217838,10.3809089718852,3.02877550342362e-25,4.93635834526456e-23
"ENSMUSG00000039601","Rcan2",1193.60072113235,4.4307629600737,0.426939324742197,10.3779687259991,3.12350185462078e-25,5.04529214749504e-23
"ENSMUSG00000028194","Ddah1",1109.86874991596,3.70597979169294,0.35724980556175,10.3736369733373,3.26843161351291e-25,5.23267224071345e-23
"ENSMUSG00000032186","Tmod2",2967.6203037516,3.88319508805541,0.374431374647906,10.3709126717999,3.36297307778143e-25,5.3368022763284e-23
"ENSMUSG00000056367","Actr3b",152.806943186234,3.83405487636115,0.369792910735748,10.3681135171922,3.46293479521224e-25,5.44764812001606e-23
"ENSMUSG00000058756","Thra",4527.32320232499,3.63422632104448,0.350635707040721,10.3646783486955,3.58964111617827e-25,5.59829288213631e-23
"ENSMUSG00000030701","Plekhb1",5108.07981866008,5.41065933935383,0.522608163868357,10.3531856435307,4.047883105684e-25,6.25899600554951e-23
"ENSMUSG00000005360","Slc1a3",6975.94191458925,2.93679322987443,0.283803008228564,10.3479989454842,4.27323694662378e-25,6.55145166113312e-23
"ENSMUSG00000021779","Thrb",245.195289474356,3.73665745012447,0.362491615125384,10.3082589891961,6.46620749218365e-25,9.83026552446172e-23
"ENSMUSG00000028519","Dab1",664.053717531783,3.8406798821862,0.37310648038366,10.2937903363053,7.51582649502482e-25,1.13307347601245e-22
"ENSMUSG00000086968","4933431E20Rik",505.698798487236,3.50983501989365,0.34109862934564,10.2897951440816,7.83428702450661e-25,1.17132302942437e-22
"ENSMUSG00000044024","Rell2",386.957524197784,3.86329177185943,0.375683145615043,10.2833779394993,8.37401597468009e-25,1.24175674588473e-22
"ENSMUSG00000040759","Cmtm5",107.632977708385,4.23645051651133,0.412294658107671,10.275298098587,9.10624825640444e-25,1.33935883907815e-22
"ENSMUSG00000027223","Mapk8ip1",1937.19573470155,3.94090073553341,0.383930050927796,10.2646321276751,1.01707879837098e-24,1.48386875333302e-22
"ENSMUSG00000024827","Gldc",278.519588817898,3.99854481117729,0.389795823175541,10.2580494028962,1.08883905448662e-24,1.57585498677739e-22
"ENSMUSG00000043498","ENSMUSG00000043498",312.056579058548,4.94993823119387,0.482775454879272,10.2530859453733,1.1462437574708e-24,1.64576950923843e-22
"ENSMUSG00000032224","Fam81a",1257.68948987994,4.20531174831481,0.410872737272934,10.2350712686038,1.38093469868068e-24,1.96712516801829e-22
"ENSMUSG00000042066","Tmcc2",2264.77413084543,3.85612170227708,0.376934547830753,10.2302156288643,1.45195726379097e-24,2.05213741087831e-22
"ENSMUSG00000030905","Crym",127.589938701061,3.99763436024122,0.391429823146583,10.2129018379475,1.73594041297403e-24,2.43448821791575e-22
"ENSMUSG00000041556","Fbxo2",345.50446706459,4.55866789944838,0.446783617565182,10.2033013750405,1.91645097748882e-24,2.66696266413463e-22
"ENSMUSG00000078794","Dact3",942.114075647024,4.5748802947766,0.44894077589173,10.1903871077193,2.18890852444691e-24,3.02286596303581e-22
"ENSMUSG00000064367","mt-Nd5",82641.7306127968,4.14872306212922,0.407430750184443,10.1826459103814,2.37027224807506e-24,3.24852994241863e-22
"ENSMUSG00000042750","Bex2",352.902212945745,4.1458960517808,0.407833163383075,10.1656668069599,2.82184501655537e-24,3.83834572891001e-22
"ENSMUSG00000071234","Syndig1l",161.820033119739,3.99730310121463,0.393647992197801,10.1545115952378,3.16390338282565e-24,4.27150567900737e-22
"ENSMUSG00000064354","mt-Co2",17775.7827363223,4.0389798183308,0.397850841716631,10.1519951570382,3.24657242922746e-24,4.32180468191055e-22
"ENSMUSG00000039512","Bltp3a",693.248091526565,-1.07186539629295,0.105582487439224,-10.1519240765183,3.24893834912296e-24,4.32180468191055e-22
"ENSMUSG00000025813","Homer2",742.394040727877,4.46144416576851,0.440230495440289,10.1343369257199,3.89003738797407e-24,5.13683696247e-22
"ENSMUSG00000017400","Stac2",489.186628705056,4.44231174605125,0.438635792322148,10.127563285553,4.16909235777185e-24,5.46543839452541e-22
"ENSMUSG00000039661","Dusp26",243.362190717427,4.36243184336335,0.430896596143618,10.1240805390566,4.32019943383152e-24,5.62278618398893e-22
"ENSMUSG00000034910","Pygo1",284.761225343686,3.36579119228991,0.332649789789344,10.1181221080024,4.59140094505062e-24,5.93307389263649e-22
"ENSMUSG00000039033","Tasp1",321.994768487235,2.7493279170649,0.272606537457073,10.0853337660614,6.41468065855871e-24,8.2303537442543e-22
"ENSMUSG00000047842","Diras2",1430.66978960154,4.22623215177793,0.419306532937249,10.0790992264611,6.8349828183698e-24,8.64697022147749e-22
"ENSMUSG00000039470","Zdhhc2",102.858367835167,3.01802794392027,0.29941535270683,10.0797367824867,6.79077923728047e-24,8.64697022147749e-22
"ENSMUSG00000064356","mt-Atp8",9031.00659129939,3.98722892402815,0.396140776466358,10.0651817760214,7.87417377353042e-24,9.89247762062075e-22
"ENSMUSG00000069171","Nr2f1",389.444805670157,3.6876119811396,0.366556888261195,10.0601355457599,8.28841524585685e-24,1.03410841526066e-21
"ENSMUSG00000031748","Gnao1",2719.53317981608,3.88862038431597,0.386721079727272,10.0553618309567,8.70012409658572e-24,1.07804071939269e-21
"ENSMUSG00000020444","Guk1",359.045963330755,2.82478976563388,0.281117987551253,10.0484134446177,9.33583189974833e-24,1.14894241427447e-21
"ENSMUSG00000036192","Rorb",747.898237043748,3.87982577732993,0.386446908754229,10.0397381618012,1.01944400384876e-23,1.24613253200189e-21
"ENSMUSG00000025666","Tmem47",724.805177842958,3.67151875086601,0.365728715886231,10.0389129739764,1.02800738782395e-23,1.24816655390088e-21
"ENSMUSG00000003863","Ppfia3",2309.40621744631,4.5399335989587,0.452813389863943,10.0260586382457,1.17097915769896e-23,1.41227892946213e-21
"ENSMUSG00000089682","Bcl2l2",614.255937003082,2.88760236441721,0.288115450781893,10.022379419711,1.21541021449092e-23,1.45615802585134e-21
"ENSMUSG00000007944","Ttc9b",100.030945798032,4.47840618188564,0.447577178723079,10.0058859003097,1.43600598789074e-23,1.70913054782443e-21
"ENSMUSG00000031837","Necab2",141.650178414196,4.66128462889825,0.46593795974543,10.0040885946382,1.4623195087422e-23,1.72907334853955e-21
"ENSMUSG00000067879","Vxn",415.140954072072,4.27514354562785,0.428197075657083,9.98405591413135,1.78996869233944e-23,2.10274828656577e-21
"ENSMUSG00000003273","Car11",165.560830256637,3.68044586308929,0.36876827271701,9.98037557833406,1.85762292046746e-23,2.1681455647856e-21
"ENSMUSG00000030134","Rasgef1a",706.311820416709,4.39242219933503,0.440732951102222,9.9661760899658,2.14322038804346e-23,2.48544872051886e-21
"ENSMUSG00000101111","ENSMUSG00000101111",16543.2071923579,3.67315819540194,0.368945421272352,9.95583081837585,2.37827982562795e-23,2.74047517996403e-21
"ENSMUSG00000029120","Ppp2r2c",3481.50135429563,4.51889520904409,0.454270888855253,9.94757824000467,2.58394677955692e-23,2.95861906259268e-21
"ENSMUSG00000044550","Tceal3",278.127507211696,4.16033676485004,0.418328455222345,9.94514409171325,2.64790542181463e-23,3.00376641243876e-21
"ENSMUSG00000030688","Stard10",268.759286293728,3.06530284578013,0.308231156733476,9.94481829243065,2.65658408042785e-23,3.00376641243876e-21
"ENSMUSG00000034647","Ankrd12",3117.88181416103,2.0669956953025,0.207876668406843,9.94337513268737,2.69536698486081e-23,3.02868845485198e-21
"ENSMUSG00000051359","Ncald",833.275265933514,4.0992239449477,0.412556222612488,9.9361583228332,2.89788112574203e-23,3.23614613862957e-21
