"gene","BB7","CC7","EE6","s29","X15","s7"
"ENSG00000000003",8.32177163834184,8.18489581561103,8.28459795626333,8.55852261393445,9.16289100887447,9.39078040961414
"ENSG00000000419",9.38481119556649,9.4826093501518,9.65325530860252,9.75456950145858,10.0867296023004,10.1010692813458
"ENSG00000000457",9.60418930457027,9.44430583788932,9.5392413368941,9.92039957825158,9.4366668728232,9.48758041628526
"ENSG00000000460",7.89757092257169,8.18044141842751,8.69498781383299,8.15632428655376,8.42577438979997,8.2409851699062
"ENSG00000000938",8.19170107649952,7.79083496220219,8.42485452584647,7.57470497086273,7.67321163573516,7.73586193255343
"ENSG00000000971",10.3156461541667,9.64166888666407,9.16309481105348,10.0434542807495,10.063304137156,10.4843338408392
"ENSG00000001036",9.63036646060135,9.63859485728658,10.0509333826402,9.64832824163677,9.87671041944559,9.87110516815934
"ENSG00000001084",11.0489141574409,11.1006837874655,11.4957055127271,11.2996321068449,10.7620408782402,11.2596322945098
"ENSG00000001167",10.5329093088615,10.4969505096283,10.438814564839,10.5923226001521,10.7225022819413,10.6422468568171
"ENSG00000001460",9.93779154027052,9.91970987633126,9.12875583080934,10.0065383391196,9.59897950208377,9.76742600674133
"ENSG00000001461",11.3686355219366,11.528430956145,11.4484992799382,11.1319851768633,12.9335518862643,12.87785579437
"ENSG00000001497",10.0944735451851,10.2447803084613,10.8924720601991,10.0348535600381,10.160317103507,9.99682708915106
"ENSG00000001561",11.3513167161759,11.5009705800076,11.7272322854772,11.5850227887374,10.9158620486051,11.4725743915466
"ENSG00000001617",8.10926308658611,7.85636911956134,7.23171640641526,7.31087092829746,7.77386595469733,7.53112089033157
"ENSG00000001626",7.34118970060483,7.67496178379009,8.30297378964097,7.37937674989507,7.29338184699835,7.16987360824562
"ENSG00000001629",12.6503653621891,12.799764231962,13.3909657941991,12.8432579401161,12.9438667931489,12.8725442743675
"ENSG00000001630",11.8338610984374,11.8598038269079,11.8141490585102,11.0850206546464,12.2875636761058,12.5650294343247
"ENSG00000001631",10.7646639545537,10.993042839011,11.2526295545387,11.1608247794888,10.616111229366,11.0478913827066
"ENSG00000002016",8.57446554017371,8.33974889459393,9.1137767917294,8.08713822154535,8.33941505576676,8.11732228198266
"ENSG00000002079",6.71278930043374,6.73607302026601,7.04997565570038,6.75244056432147,6.15225628591182,6.15225628591182
"ENSG00000002330",10.6655988484974,10.5749714016631,10.5044671232566,10.7682158906332,10.8427227451971,10.7290740299598
"ENSG00000002549",11.4898337930579,10.5869120882172,10.7894443728959,10.685700542661,11.1049884020187,10.732732710168
"ENSG00000002586",10.7510531792757,10.0007247989551,12.3378630121253,10.5188466035753,11.4491436240334,10.1791638200567
"ENSG00000002587",9.42228025631276,8.91210204523478,8.39116812858377,9.10284089316969,8.81313325462478,8.73474500541333
"ENSG00000002745",7.46495196593759,7.33567667578908,6.77071084129246,7.71623680757913,7.65553729331242,7.29159809446015
"ENSG00000002746",12.6162923532311,12.5639080844387,11.0787296896881,12.24722202003,12.0991380706727,12.4666183898913
"ENSG00000002822",9.81531733073866,9.72804016363116,9.75561057045301,9.46113010001278,9.64425743145271,9.33769185777446
"ENSG00000002834",12.8699493548339,13.1056944009353,12.2982169490855,12.7754901028908,12.9320435432329,11.2765449999682
"ENSG00000002919",9.38005681487207,9.3940040644953,9.49783054845535,9.3780329254091,10.140874355206,9.941708573735
"ENSG00000002933",9.0515959187393,8.77654830681559,9.30579818476529,8.46224005604442,9.28041045340776,8.75176757636606
"ENSG00000003056",10.6352878679254,10.7802149643263,11.1125124665011,10.8227844123919,10.0852766975969,11.0483106292732
"ENSG00000003096",8.57019579367328,8.80195586281936,8.99325347943883,9.20328188092434,9.41121365418463,9.35424081704513
"ENSG00000003137",9.16984776302945,11.8552117977141,9.58667008814889,11.1725914830179,10.2407765249411,9.64782067081177
"ENSG00000003147",10.779935337365,10.6923463392133,10.2668968639337,11.0289386898117,10.8627339616259,10.9866456450472
"ENSG00000003249",11.7875615106139,11.3566165819353,10.0457437156652,11.0881307027249,10.7511157862863,11.1510303196169
"ENSG00000003393",11.7857849017694,11.8383588967513,11.2243031582996,11.9835999589082,11.783839641737,11.7682164584966
"ENSG00000003400",8.14524969998225,8.29560983642355,7.99511947555971,7.69179262084039,8.62918599265646,8.20639913810682
"ENSG00000003402",10.5360892471231,11.059615893344,11.5505669476884,10.6298354448003,11.318155570616,11.3237017709806
"ENSG00000003436",7.83076253332654,7.59785216149184,7.53186696368767,7.78660343066048,7.4450280778034,7.74053323711548
"ENSG00000003509",9.29414796709303,9.08882064780183,8.9767336446379,9.60233464238915,9.61524431121033,9.84127198944239
"ENSG00000003756",11.3501146058665,11.4413668495095,11.8627148916225,11.4863744611314,11.5673960592266,11.2226017405644
"ENSG00000003987",11.2924530204404,11.6202330339149,11.1174505797448,11.8056155617034,11.2593466830111,11.4505509586322
"ENSG00000003989",10.1620121549493,9.57728078368172,10.3385792683117,10.0391603884445,10.2204202346215,10.2677251505872
"ENSG00000004059",11.8627984372637,11.7769051936925,11.3679406720306,12.0435266159531,11.5207711114449,11.3926534161658
"ENSG00000004139",10.8733402603375,10.7077336093736,10.6667085432204,10.3265080238592,10.5738336273023,10.3538516835303
"ENSG00000004142",11.7552426451721,11.7716928184625,11.3700105213039,11.6869479634124,11.7456409255228,11.5946439531057
"ENSG00000004399",12.1900593679287,12.0840814954387,11.4985460581896,11.7079781335676,11.3298180287901,11.2436170839841
"ENSG00000004455",9.9898849292972,9.5562392553685,10.0247945771342,9.61397351988247,10.5613732220809,10.3443055727702
"ENSG00000004468",10.149589054655,9.65237588727982,11.0179624429715,9.24529144224528,9.57422717980997,10.1386761656802
"ENSG00000004478",12.1863613028832,12.1652820424763,11.9146673947001,12.032276786845,12.5091789560749,12.1016335826628
"ENSG00000004487",11.4409908584932,11.7065360717388,11.6912740590275,11.7213849415407,11.7769081622069,11.8063641203458
"ENSG00000004534",11.0585176006928,10.9226127436841,11.6078071108767,11.2337732263978,10.7634006964045,10.969479799261
"ENSG00000004660",12.909428968108,12.7702834000365,10.8953510507327,12.6482983716555,12.3298764487486,12.1987884790054
"ENSG00000004700",9.43836535262076,9.43545379312231,9.6837380701351,9.61975735564345,10.1119194403317,10.0798328175234
"ENSG00000004766",11.3921869501252,11.4005158717727,11.0337230379096,11.8218867812006,11.3705031899281,11.7227461460912
"ENSG00000004776",8.92894545767471,8.70639178503078,9.73959185271004,9.33280703449722,9.73256338601973,9.75301390051539
"ENSG00000004777",10.4688952543285,11.0232067377715,10.4486597141773,10.6212651584235,10.6813658262427,11.0936979334688
"ENSG00000004779",10.3890470836305,10.2306235689523,10.0405351419302,10.4217879446723,11.4502686663821,10.9134994874249
"ENSG00000004799",11.158072106035,10.628324989214,12.1537934352834,11.855713164882,10.7674724519075,12.1182874769476
"ENSG00000004838",7.30457390899096,7.35418768438245,7.40287758721358,7.58834252863888,7.16500898891216,7.26996566196443
"ENSG00000004848",9.81180922612277,9.84849725302665,8.87920372301047,9.4284756828631,9.70721129217194,9.611713496998
"ENSG00000004864",9.40600981172133,9.34184222993393,9.75242121902924,9.17982554690393,9.10312310245939,9.14786418086512
"ENSG00000004866",10.0756195728247,10.1131340395243,10.1142635050907,10.439782379951,9.93278751504191,10.0540932800564
"ENSG00000004897",11.87329281242,11.9845820104341,12.0205346438637,12.3243505903034,12.1564185589239,12.5192336518702
"ENSG00000004939",7.36485775111346,6.59485991568654,7.18355912817378,7.09141806104798,6.67015161236322,6.85495539231852
"ENSG00000004948",6.68435464662746,6.95804874598922,6.38754324913439,6.85417715858331,6.40450204395024,7.39302970718217
"ENSG00000004961",9.37049969167586,9.34184222993393,8.90861036786069,9.44162815059827,10.3175748869916,10.2133003051461
"ENSG00000004975",9.60622016474085,9.54313361503588,9.53180162448087,9.34337337566253,9.36372509082824,9.24450343628239
